Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
182,Cole,Beasley,DAL,WR,200.0,2015,WR3,12.74,131.11,False,14141,105.6,6.6,16,0.0,0.0,0.0,0.0,52.0,75.0,536.0,69.3,5.0,7.1,10.3
183,James,White,NEP,RB,200.06,2015,RB2,73.99,200.06,False,16056,102.6,7.3,14,22.0,56.0,2.5,2.0,40.0,54.0,410.0,74.1,4.0,7.6,10.2
184,Clive,Walford,OAK,TE,200.23,2015,TE1,200.23,323.5,False,16829,64.9,4.1,16,0.0,0.0,0.0,0.0,28.0,50.0,329.0,56.0,3.0,6.6,11.8
186,Virgil,Green,DEN,TE,201.0,2015,TE3,122.74,143.63,False,13016,29.3,1.8,16,0.0,0.0,0.0,0.0,12.0,15.0,173.0,80.0,1.0,11.5,14.4
187,Stefon,Diggs,MIN,WR,201.89,2015,WR4,85.29,95.01,True,16906,123.3,9.5,13,3.0,13.0,4.3,0.0,52.0,84.0,720.0,61.9,4.0,8.6,13.8
188,Khiry,Robinson,NOS,RB,203.74,2015,RB3,35.65,76.52,False,15645,62.0,7.8,8,56.0,180.0,3.2,4.0,17.0,20.0,115.0,85.0,0.0,5.8,6.8
192,Dion,Lewis,NEP,RB,211.44,2015,RB3,73.99,200.06,False,12708,102.2,14.6,7,49.0,234.0,4.8,2.0,36.0,50.0,388.0,72.0,2.0,7.8,10.8
194,Branden,Oliver,SDC,RB,214.0,2015,RB3,36.72,140.25,False,16345,28.5,3.6,8,31.0,108.0,3.5,0.0,13.0,15.0,112.0,86.7,0.0,7.5,8.6
196,Chris,Polk,HOU,RB,220.1,2015,RB3,69.74,101.97,True,13735,64.3,4.3,15,99.0,334.0,3.4,1.0,16.0,28.0,109.0,57.1,1.0,3.9,6.8
197,Stedman,Bailey,STL,WR,221.13,2015,WR4,148.43,177.53,False,15216,30.2,3.8,8,0.0,0.0,0.0,0.0,12.0,25.0,182.0,48.0,1.0,7.3,15.2
199,Lance,Dunbar,DAL,RB,224.94,2015,RB2,108.6,224.94,False,14731,38.7,9.7,4,5.0,67.0,13.4,0.0,21.0,23.0,215.0,91.3,0.0,9.3,10.2
201,Justin,Hardy,ATL,WR,230.94,2015,WR3,14.01,98.92,False,16868,29.9,3.3,9,0.0,0.0,0.0,0.0,21.0,36.0,194.0,58.3,0.0,5.4,9.2
202,Matt,Asiata,MIN,RB,231.13,2015,RB3,5.53,181.75,False,13255,33.9,2.1,16,29.0,112.0,3.9,0.0,19.0,22.0,132.0,86.4,0.0,6.0,6.9
203,Jermaine,Kearse,SEA,WR,241.2,2015,WR3,145.04,156.62,False,14749,123.0,7.7,16,0.0,0.0,0.0,0.0,49.0,68.0,685.0,72.1,5.0,10.1,14.0
204,Chris,Conley,KCC,WR,247.38,2015,WR2,60.32,247.38,False,16837,34.4,2.2,16,0.0,0.0,0.0,0.0,17.0,31.0,199.0,54.8,1.0,6.4,11.7
205,Leonard,Hankerson,BUF,WR,247.92,2015,WR3,57.31,154.46,False,13162,63.7,6.4,10,0.0,0.0,0.0,0.0,26.0,46.0,327.0,56.5,3.0,7.1,12.6
208,Robert,Turbin,DAL,RB,255.0,2015,RB3,108.6,224.94,False,14533,31.7,3.2,10,50.0,199.0,4.0,1.0,7.0,10.0,23.0,70.0,0.0,2.3,3.3
209,Karlos,Williams,BUF,RB,255.41,2015,RB2,22.8,255.41,False,16915,118.8,10.8,11,93.0,517.0,5.6,7.0,11.0,14.0,96.0,78.6,2.0,6.9,8.7
210,Justin,Hunter,TEN,WR,256.44,2015,WR3,131.65,144.79,False,14978,43.4,4.8,9,0.0,0.0,0.0,0.0,22.0,31.0,264.0,71.0,1.0,8.5,12.0
212,Damien,Williams,MIA,RB,273.0,2015,RB3,32.82,174.8,False,16031,34.6,2.2,16,16.0,59.0,3.7,0.0,21.0,28.0,142.0,75.0,1.0,5.1,6.8
213,Marqise,Lee,JAC,WR,281.23,2015,WR3,80.3,163.03,False,16258,36.4,3.6,10,5.0,38.0,7.6,0.0,15.0,32.0,191.0,46.9,1.0,6.0,12.7
214,Marquess,Wilson,CHI,WR,283.9,2015,WR3,29.5,146.51,False,15118,66.4,6.0,11,0.0,0.0,0.0,0.0,28.0,51.0,464.0,54.9,1.0,9.1,16.6
215,KaDeem,Carey,CHI,RB,284.25,2015,RB3,19.12,169.79,False,16427,35.3,3.2,11,43.0,159.0,3.7,2.0,3.0,3.0,19.0,100.0,1.0,6.3,6.3
216,Robert,Woods,BUF,WR,312.6,2015,WR4,57.31,154.46,False,14871,94.7,6.8,14,1.0,0.0,0.0,0.0,47.0,80.0,552.0,58.8,3.0,6.9,11.7
217,Theo,Riddick,DET,RB,317.22,2015,RB4,56.13,90.28,True,15126,139.0,8.7,16,43.0,133.0,3.1,0.0,80.0,99.0,697.0,80.8,3.0,7.0,8.7
218,Mychal,Rivera,OAK,TE,323.5,2015,TE2,200.23,323.5,False,15072,50.0,3.1,16,0.0,0.0,0.0,0.0,32.0,46.0,280.0,69.6,1.0,6.1,8.8
219,Josh,Huff,PHI,WR,335.5,2015,WR3,40.36,76.35,True,15971,62.7,4.2,15,0.0,0.0,0.0,0.0,27.0,40.0,312.0,67.5,3.0,7.8,11.6
220,Brent,Celek,PHI,TE,348.78,2015,TE2,107.95,348.78,False,5511,71.3,4.5,16,0.0,0.0,0.0,0.0,27.0,35.0,398.0,77.1,3.0,11.4,14.7
1,Antonio,Brown,PIT,WR,1.81,2016,WR1,1.81,129.11,False,11056,254.3,17.0,15,3.0,9.0,3.0,0.0,106.0,154.0,1284.0,68.8,12.0,8.3,12.1
2,Odell,Beckham,NYG,WR,4.01,2016,WR1,4.01,102.76,False,16389,246.1,15.4,16,1.0,9.0,9.0,0.0,101.0,169.0,1367.0,59.8,10.0,8.1,13.5
3,Todd,Gurley,RAM,RB,4.16,2016,RB1,4.16,188.36,False,16771,176.7,11.0,16,278.0,885.0,3.2,6.0,43.0,58.0,327.0,74.1,0.0,5.6,7.6
4,Julio,Jones,ATL,WR,5.83,2016,WR1,5.83,154.18,False,13291,218.4,15.6,14,0.0,0.0,0.0,0.0,83.0,129.0,1409.0,64.3,6.0,10.9,17.0
6,David,Johnson,ARI,RB,6.46,2016,RB1,6.46,165.76,False,16847,367.8,23.0,16,293.0,1239.0,4.2,16.0,80.0,120.0,879.0,66.7,4.0,7.3,11.0
7,Ezekiel,Elliott,DAL,RB,7.27,2016,RB1,7.27,144.8,False,17923,309.4,20.6,15,322.0,1631.0,5.1,15.0,32.0,40.0,363.0,80.0,1.0,9.1,11.3
8,DeAndre,Hopkins,HOU,WR,10.89,2016,WR1,10.89,154.56,False,14986,158.4,9.9,16,0.0,0.0,0.0,0.0,78.0,151.0,954.0,51.7,4.0,6.3,12.2
9,AJ,Green,CIN,WR,11.54,2016,WR1,11.54,154.05,False,12845,153.4,15.3,10,0.0,0.0,0.0,0.0,66.0,100.0,964.0,66.0,4.0,9.6,14.6
10,LeVeon,Bell,PIT,RB,12.77,2016,RB1,12.77,82.15,False,14967,279.9,23.3,12,261.0,1268.0,4.9,7.0,75.0,94.0,616.0,79.8,2.0,6.6,8.2
11,Lamar,Miller,HOU,RB,13.18,2016,RB1,13.18,189.43,False,13791,175.6,12.5,14,268.0,1073.0,4.0,5.0,31.0,39.0,188.0,79.5,1.0,4.8,6.1
12,Devonta,Freeman,ATL,RB,16.41,2016,RB1,16.41,133.9,False,16524,257.1,16.1,16,227.0,1079.0,4.8,11.0,54.0,65.0,462.0,83.1,2.0,7.1,8.6
13,Dez,Bryant,DAL,WR,16.92,2016,WR1,16.92,177.71,False,11270,155.0,11.9,13,0.0,0.0,0.0,0.0,50.0,96.0,796.0,52.1,8.0,8.3,15.9
14,Allen,Robinson,JAC,WR,16.94,2016,WR1,16.94,79.86,False,16263,162.8,10.2,16,0.0,0.0,0.0,0.0,73.0,151.0,883.0,48.3,6.0,5.8,12.1
16,Eddie,Lacy,GBP,RB,20.58,2016,RB1,20.58,127.78,False,15138,40.8,8.2,5,71.0,360.0,5.1,0.0,4.0,7.0,28.0,57.1,0.0,4.0,7.0
17,Jordy,Nelson,GBP,WR,22.36,2016,WR1,22.36,42.09,False,4556,256.2,16.0,16,0.0,0.0,0.0,0.0,97.0,152.0,1257.0,63.8,14.0,8.3,13.0
18,Brandon,Marshall,NYJ,WR,23.26,2016,WR1,23.26,62.66,False,11667,126.3,8.4,15,0.0,0.0,0.0,0.0,59.0,128.0,788.0,46.1,3.0,6.2,13.4
19,Mike,Evans,TBB,WR,25.08,2016,WR1,25.08,131.6,False,16597,256.1,16.0,16,0.0,0.0,0.0,0.0,96.0,173.0,1321.0,55.5,12.0,7.6,13.8
20,Mark,Ingram,NOS,RB,25.44,2016,RB1,25.44,188.48,False,13337,219.2,13.7,16,205.0,1043.0,5.1,6.0,46.0,58.0,319.0,79.3,4.0,5.5,6.9
21,Amari,Cooper,OAK,WR,25.65,2016,WR1,25.65,98.49,False,16765,189.9,11.9,16,1.0,0.0,0.0,0.0,82.0,131.0,1149.0,62.6,5.0,8.8,14.0
22,LeSean,McCoy,BUF,RB,26.32,2016,RB1,26.32,209.86,False,11932,273.8,18.3,15,234.0,1267.0,5.4,13.0,51.0,58.0,356.0,87.9,1.0,6.1,7.0
24,Alshon,Jeffery,CHI,WR,30.92,2016,WR1,30.92,106.03,False,14187,120.1,10.0,12,0.0,0.0,0.0,0.0,52.0,94.0,821.0,55.3,2.0,8.7,15.8
25,Brandin,Cooks,NOS,WR,32.62,2016,WR1,32.62,119.13,False,16568,207.3,13.0,16,6.0,30.0,5.0,0.0,78.0,117.0,1173.0,66.7,8.0,10.0,15.0
26,TY,Hilton,IND,WR,32.99,2016,WR1,32.99,58.7,False,14005,228.3,14.3,16,0.0,0.0,0.0,0.0,91.0,155.0,1448.0,58.7,6.0,9.3,15.9
27,CJ,Anderson,DEN,RB,34.31,2016,RB1,34.31,103.73,False,15020,94.5,13.5,7,110.0,437.0,4.0,4.0,16.0,24.0,128.0,66.7,1.0,5.3,8.0
28,Thomas,Rawls,SEA,RB,35.96,2016,RB1,35.96,164.18,False,17050,69.0,7.7,9,109.0,349.0,3.2,3.0,13.0,17.0,96.0,76.5,0.0,5.6,7.4
29,Sammy,Watkins,BUF,WR,36.05,2016,WR1,36.05,206.54,False,16003,69.0,8.6,8,0.0,0.0,0.0,0.0,28.0,52.0,430.0,53.8,2.0,8.3,15.4
30,Demaryius,Thomas,DEN,WR,39.31,2016,WR1,39.31,81.54,True,11197,181.3,11.3,16,0.0,0.0,0.0,0.0,90.0,144.0,1083.0,62.5,5.0,7.5,12.0
31,Latavius,Murray,OAK,RB,40.32,2016,RB1,40.32,146.16,False,15071,191.7,13.7,14,195.0,788.0,4.0,12.0,33.0,43.0,264.0,76.7,0.0,6.1,8.0
32,Randall,Cobb,GBP,WR,42.09,2016,WR2,22.36,42.09,False,13227,118.3,9.1,13,10.0,33.0,3.3,0.0,60.0,84.0,610.0,71.4,4.0,7.3,10.2
33,Jordan,Reed,WAS,TE,42.15,2016,TE1,42.15,,False,15100,135.6,11.3,12,0.0,0.0,0.0,0.0,66.0,89.0,686.0,74.2,6.0,7.7,10.4
34,Matt,Forte,NYJ,RB,42.55,2016,RB1,42.55,142.48,False,2699,168.6,12.0,14,218.0,813.0,3.7,7.0,30.0,43.0,263.0,69.8,1.0,6.1,8.8
35,Carlos,Hyde,SFO,RB,43.08,2016,RB1,43.08,200.49,False,16668,178.6,13.7,13,217.0,988.0,4.6,6.0,27.0,33.0,163.0,81.8,3.0,4.9,6.0
36,DeMarco,Murray,TEN,RB,43.72,2016,RB1,43.72,92.16,True,13124,267.3,16.7,16,293.0,1287.0,4.4,9.0,53.0,67.0,377.0,79.1,3.0,5.6,7.1
37,Kelvin,Benjamin,CAR,WR,45.99,2016,WR1,45.99,125.37,False,16550,165.6,10.4,16,0.0,0.0,0.0,0.0,63.0,118.0,941.0,53.4,7.0,8.0,14.9
38,Jarvis,Landry,MIA,WR,46.86,2016,WR1,46.86,90.88,True,16020,184.3,11.5,16,5.0,17.0,3.4,0.0,94.0,131.0,1136.0,71.8,4.0,8.7,12.1
39,Jeremy,Hill,CIN,RB,48.06,2016,RB1,48.06,78.69,True,16112,165.8,11.1,15,222.0,839.0,3.8,9.0,21.0,27.0,174.0,77.8,0.0,6.4,8.3
40,Greg,Olsen,CAR,TE,48.29,2016,TE1,48.29,,False,1658,167.3,10.5,16,0.0,0.0,0.0,0.0,80.0,129.0,1073.0,62.0,3.0,8.3,13.4
41,Doug,Baldwin,SEA,WR,52.21,2016,WR1,52.21,83.7,True,13460,206.6,12.9,16,3.0,2.0,0.7,0.0,94.0,125.0,1128.0,75.2,7.0,9.0,12.0
42,Julian,Edelman,NEP,WR,52.45,2016,WR1,52.45,62.45,True,8355,181.3,11.3,16,12.0,57.0,4.8,0.0,98.0,159.0,1106.0,61.6,3.0,7.0,11.3
43,Jeremy,Langford,CHI,RB,54.83,2016,RB1,54.83,172.03,False,16867,63.7,5.3,12,62.0,200.0,3.2,4.0,19.0,27.0,142.0,70.4,0.0,5.3,7.5
44,Jeremy,Maclin,KCC,WR,55.14,2016,WR1,55.14,,False,8914,87.5,7.3,12,1.0,-1.0,-1.0,0.0,44.0,76.0,536.0,57.9,2.0,7.1,12.2
45,Jonathan,Stewart,CAR,RB,56.59,2016,RB1,56.59,188.46,False,5451,142.4,11.0,13,218.0,824.0,3.8,9.0,8.0,21.0,60.0,38.1,0.0,2.9,7.5
46,Donte,Moncrief,IND,WR,58.7,2016,WR2,32.99,58.7,False,16232,87.6,9.7,9,1.0,-1.0,-1.0,0.0,30.0,56.0,307.0,53.6,7.0,5.5,10.2
47,Golden,Tate,DET,WR,59.32,2016,WR1,59.32,89.98,True,11611,177.6,11.1,16,10.0,4.0,0.4,0.0,91.0,135.0,1077.0,67.4,4.0,8.0,11.8
48,Michael,Floyd,NEP,WR,62.45,2016,WR2,52.45,62.45,True,14478,97.3,6.5,15,0.0,0.0,0.0,0.0,37.0,76.0,488.0,48.7,5.0,6.4,13.2
49,Eric,Decker,NYJ,WR,62.66,2016,WR2,23.26,62.66,False,11182,35.9,12.0,3,0.0,0.0,0.0,0.0,9.0,21.0,194.0,42.9,2.0,9.2,21.6
50,Travis,Kelce,KCC,TE,63.62,2016,TE1,63.62,,False,15048,180.5,11.3,16,1.0,-5.0,-5.0,0.0,85.0,117.0,1125.0,72.6,4.0,9.6,13.2
51,Ryan,Mathews,PHI,RB,64.72,2016,RB1,64.72,143.6,False,11256,138.1,10.6,13,155.0,661.0,4.3,8.0,13.0,14.0,115.0,92.9,1.0,8.2,8.8
52,Melvin,Gordon,SDC,RB,64.93,2016,RB1,64.93,91.12,True,16776,230.1,17.7,13,254.0,997.0,3.9,10.0,41.0,57.0,419.0,71.9,2.0,7.4,10.2
53,Larry,Fitzgerald,ARI,WR,69.1,2016,WR1,69.1,87.34,True,5571,190.3,11.9,16,2.0,5.0,2.5,0.0,107.0,150.0,1023.0,71.3,6.0,6.8,9.6
54,Matt,Jones,WAS,RB,71.48,2016,RB1,71.48,196.48,False,16856,71.3,10.2,7,99.0,460.0,4.6,3.0,8.0,8.0,73.0,100.0,0.0,9.1,9.1
56,Delanie,Walker,TEN,TE,74.53,2016,TE1,74.53,,False,7175,155.6,10.4,15,2.0,11.0,5.5,0.0,65.0,102.0,800.0,63.7,7.0,7.8,12.3
57,Coby,Fleener,NOS,TE,78.6,2016,TE1,78.6,,False,13997,112.3,7.0,16,1.0,2.0,2.0,1.0,50.0,82.0,631.0,61.0,3.0,7.7,12.6
58,Giovani,Bernard,CIN,RB,78.69,2016,RB2,48.06,78.69,True,14916,102.8,10.3,10,91.0,337.0,3.7,2.0,39.0,51.0,336.0,76.5,1.0,6.6,8.6
59,Duke,Johnson,CLE,RB,79.09,2016,RB1,79.09,115.87,False,16838,117.7,7.4,16,73.0,358.0,4.9,1.0,53.0,74.0,514.0,71.6,0.0,6.9,9.7
61,Allen,Hurns,JAC,WR,79.86,2016,WR2,16.94,79.86,False,16253,83.2,7.6,11,0.0,0.0,0.0,0.0,35.0,76.0,477.0,46.1,3.0,6.3,13.6
62,Frank,Gore,IND,RB,80.93,2016,RB1,80.93,197.86,False,5820,195.3,12.2,16,263.0,1026.0,3.9,4.0,38.0,47.0,277.0,80.9,4.0,5.9,7.3
63,Emmanuel,Sanders,DEN,WR,81.54,2016,WR2,39.31,81.54,True,11063,173.1,10.8,16,1.0,4.0,4.0,0.0,79.0,137.0,1032.0,57.7,5.0,7.5,13.1
64,DeAngelo,Williams,PIT,RB,82.15,2016,RB2,12.77,82.15,False,7580,91.1,10.1,9,98.0,343.0,3.5,4.0,18.0,27.0,118.0,66.7,2.0,4.4,6.6
65,Tyler,Lockett,SEA,WR,83.7,2016,WR2,52.21,83.7,True,16830,103.6,6.9,15,6.0,114.0,19.0,1.0,41.0,66.0,597.0,62.1,1.0,9.0,14.6
66,Ameer,Abdullah,DET,RB,86.66,2016,RB1,86.66,137.33,False,16815,24.3,12.2,2,18.0,101.0,5.6,0.0,5.0,5.0,57.0,100.0,1.0,11.4,11.4
67,John,Brown,ARI,WR,87.34,2016,WR2,69.1,87.34,True,16640,84.2,5.6,15,1.0,10.0,10.0,0.0,39.0,72.0,517.0,54.2,2.0,7.2,13.3
68,DeSean,Jackson,WAS,WR,89.34,2016,WR1,89.34,170.35,False,3943,152.5,10.2,15,0.0,0.0,0.0,0.0,56.0,100.0,1005.0,56.0,4.0,10.0,17.9
69,Marvin,Jones,DET,WR,89.98,2016,WR2,59.32,89.98,True,13870,144.8,9.7,15,1.0,3.0,3.0,0.0,55.0,103.0,930.0,53.4,4.0,9.0,16.9
70,DeVante,Parker,MIA,WR,90.88,2016,WR2,46.86,90.88,True,16775,126.4,8.4,15,0.0,0.0,0.0,0.0,56.0,88.0,744.0,63.6,4.0,8.5,13.3
71,Danny,Woodhead,SDC,RB,91.12,2016,RB2,64.93,91.12,True,12317,24.1,12.0,2,19.0,116.0,6.1,0.0,6.0,8.0,35.0,75.0,1.0,4.4,5.8
72,Tyler,Eifert,CIN,TE,91.35,2016,TE1,91.35,,False,14918,83.9,10.5,8,0.0,0.0,0.0,0.0,29.0,47.0,394.0,61.7,5.0,8.4,13.6
73,Rashad,Jennings,NYG,RB,91.4,2016,RB1,91.4,174.11,False,8649,120.9,9.3,13,181.0,593.0,3.3,3.0,35.0,42.0,201.0,83.3,1.0,4.8,5.7
74,Derrick,Henry,TEN,RB,92.16,2016,RB2,43.72,92.16,True,17959,99.2,6.6,15,110.0,490.0,4.5,5.0,13.0,15.0,137.0,86.7,0.0,9.1,10.5
75,Gary,Barnidge,CLE,TE,94.33,2016,TE1,94.33,,False,4577,102.7,6.4,16,0.0,0.0,0.0,0.0,55.0,81.0,612.0,67.9,2.0,7.6,11.1
76,Chris,Ivory,JAC,RB,97.01,2016,RB1,97.01,97.06,True,12239,84.5,7.7,11,117.0,439.0,3.8,3.0,20.0,28.0,186.0,71.4,0.0,6.6,9.3
77,TJ,Yeldon,JAC,RB,97.06,2016,RB2,97.01,97.06,True,16797,112.7,7.5,15,130.0,465.0,3.6,1.0,50.0,68.0,312.0,73.5,1.0,4.6,6.2
78,Michael,Crabtree,OAK,WR,98.49,2016,WR2,25.65,98.49,False,9331,194.8,12.2,16,0.0,0.0,0.0,0.0,89.0,145.0,1003.0,61.4,8.0,6.9,11.3
79,Julius,Thomas,JAC,TE,98.67,2016,TE1,98.67,,False,13027,67.1,7.5,9,0.0,0.0,0.0,0.0,30.0,51.0,281.0,58.8,4.0,5.5,9.4
80,Sterling,Shepard,NYG,WR,102.76,2016,WR2,4.01,102.76,False,17961,151.9,9.5,16,3.0,31.0,10.3,0.0,65.0,105.0,683.0,61.9,8.0,6.5,10.5
81,Justin,Forsett,DEN,RB,103.73,2016,RB2,34.31,103.73,False,9369,51.6,5.7,9,87.0,291.0,3.3,1.0,20.0,27.0,85.0,74.1,0.0,3.1,4.2
82,Zach,Ertz,PHI,TE,103.88,2016,TE1,103.88,,False,14856,144.6,10.3,14,0.0,0.0,0.0,0.0,78.0,106.0,816.0,73.6,4.0,7.7,10.5
83,Dion,Lewis,NEP,RB,104.48,2016,RB1,104.48,106.06,True,12708,46.2,6.6,7,64.0,283.0,4.4,0.0,17.0,24.0,94.0,70.8,0.0,3.9,5.5
84,Kevin,White,CHI,WR,106.03,2016,WR2,30.92,106.03,False,16768,29.1,7.3,4,1.0,9.0,9.0,0.0,19.0,36.0,187.0,52.8,0.0,5.2,9.8
85,LeGarrette,Blount,NEP,RB,106.06,2016,RB2,104.48,106.06,True,12296,229.4,14.3,16,299.0,1161.0,3.9,18.0,7.0,8.0,38.0,87.5,0.0,4.8,5.4
86,Jay,Ajayi,MIA,RB,109.63,2016,RB1,109.63,,False,16909,201.8,13.5,15,260.0,1272.0,4.9,8.0,27.0,35.0,151.0,77.1,0.0,4.3,5.6
87,Antonio,Gates,SDC,TE,110.16,2016,TE1,110.16,178.0,False,7884,121.3,8.7,14,0.0,0.0,0.0,0.0,53.0,93.0,548.0,57.0,7.0,5.9,10.3
88,Stefon,Diggs,MIN,WR,111.1,2016,WR1,111.1,136.76,False,16906,151.3,11.6,13,3.0,10.0,3.3,0.0,84.0,112.0,903.0,75.0,3.0,8.1,10.8
89,Jimmy,Graham,SEA,TE,111.17,2016,TE1,111.17,,False,11488,156.8,9.8,16,1.0,0.0,0.0,0.0,65.0,95.0,923.0,68.4,6.0,9.7,14.2
90,Tavon,Austin,RAM,WR,115.8,2016,WR1,115.8,202.86,False,15215,117.8,7.9,15,28.0,159.0,5.7,1.0,58.0,106.0,509.0,54.7,3.0,4.8,8.8
91,Isaiah,Crowell,CLE,RB,115.87,2016,RB2,79.09,115.87,False,16127,185.1,11.6,16,198.0,952.0,4.8,7.0,40.0,53.0,319.0,75.5,0.0,6.0,8.0
92,Willie,Snead,NOS,WR,119.13,2016,WR2,32.62,119.13,False,16141,155.5,10.4,15,0.0,0.0,0.0,0.0,72.0,104.0,895.0,69.2,4.0,8.6,12.4
93,Charles,Sims,TBB,RB,122.73,2016,RB1,122.73,,False,16609,55.9,8.0,7,51.0,149.0,2.9,1.0,24.0,32.0,190.0,75.0,1.0,5.9,7.9
94,Corey,Coleman,CLE,WR,122.78,2016,WR1,122.78,174.23,False,17938,76.8,7.7,10,2.0,10.0,5.0,0.0,33.0,73.0,413.0,45.2,3.0,5.7,12.5
95,Martellus,Bennett,NEP,TE,123.2,2016,TE1,123.2,,False,1181,140.6,8.8,16,2.0,10.0,5.0,0.0,55.0,73.0,701.0,75.3,7.0,9.6,12.7
96,Devin,Funchess,CAR,WR,125.37,2016,WR2,45.99,125.37,False,16802,74.6,5.0,15,0.0,0.0,0.0,0.0,23.0,58.0,371.0,39.7,4.0,6.4,16.1
97,Dwayne,Allen,IND,TE,126.17,2016,TE1,126.17,,False,13987,96.1,6.9,14,0.0,0.0,0.0,0.0,35.0,52.0,406.0,67.3,6.0,7.8,11.6
98,Christine,Michael,GBP,RB,127.78,2016,RB2,20.58,127.78,False,15256,126.0,8.4,15,148.0,583.0,3.9,7.0,22.0,29.0,107.0,75.9,1.0,3.7,4.9
100,Jason,Witten,DAL,TE,131.07,2016,TE1,131.07,,False,722,117.8,7.4,16,0.0,0.0,0.0,0.0,69.0,95.0,673.0,72.6,3.0,7.1,9.8
102,Michael,Thomas,NOS,WR,132.55,2016,WR3,32.62,119.13,False,17960,209.7,14.0,15,0.0,0.0,0.0,0.0,92.0,121.0,1137.0,76.0,9.0,9.4,12.4
103,Torrey,Smith,SFO,WR,132.92,2016,WR1,132.92,189.07,False,12830,54.7,4.6,12,0.0,0.0,0.0,0.0,20.0,49.0,267.0,40.8,3.0,5.4,13.4
104,Travis,Benjamin,SDC,WR,133.14,2016,WR2,29.01,133.14,False,13887,108.9,7.8,14,2.0,-3.0,-1.5,0.0,47.0,75.0,677.0,62.7,4.0,9.0,14.4
105,Tevin,Coleman,ATL,RB,133.9,2016,RB2,16.41,133.9,False,16834,175.6,13.5,13,118.0,520.0,4.4,8.0,31.0,40.0,421.0,77.5,3.0,10.5,13.6
107,Theo,Riddick,DET,RB,137.33,2016,RB2,86.66,137.33,False,15126,135.3,13.5,10,92.0,357.0,3.9,1.0,53.0,67.0,371.0,79.1,5.0,5.5,7.0
108,Jared,Cook,GBP,TE,137.93,2016,TE1,137.93,175.35,False,8534,56.7,5.7,10,0.0,0.0,0.0,0.0,30.0,51.0,377.0,58.8,1.0,7.4,12.6
109,Devontae,Booker,DEN,RB,141.8,2016,RB3,34.31,103.73,False,17970,127.2,8.0,16,174.0,612.0,3.5,4.0,31.0,46.0,265.0,67.4,1.0,5.8,8.5
110,Bilal,Powell,NYJ,RB,142.48,2016,RB2,42.55,142.48,False,12800,168.0,10.5,16,131.0,722.0,5.5,3.0,58.0,74.0,388.0,78.4,2.0,5.2,6.7
111,Spencer,Ware,KCC,RB,142.68,2016,RB2,17.85,142.68,False,15261,177.4,12.7,14,214.0,922.0,4.3,3.0,33.0,42.0,447.0,78.6,2.0,10.6,13.5
112,Darren,Sproles,PHI,RB,143.6,2016,RB2,64.72,143.6,False,6198,136.5,9.1,15,94.0,438.0,4.7,2.0,52.0,71.0,427.0,73.2,2.0,6.0,8.2
113,James,White,NEP,RB,144.61,2016,RB3,104.48,106.06,True,16056,131.7,8.2,16,39.0,166.0,4.3,0.0,60.0,86.0,551.0,69.8,5.0,6.4,9.2
114,Alfred,Morris,DAL,RB,144.8,2016,RB2,7.27,144.8,False,14269,38.9,2.8,14,69.0,243.0,3.5,2.0,3.0,6.0,11.0,50.0,0.0,1.8,3.7
115,Kamar,Aiken,BAL,WR,145.4,2016,WR1,145.4,163.66,False,12722,53.3,3.3,16,0.0,0.0,0.0,0.0,29.0,50.0,328.0,58.0,1.0,6.6,11.3
117,DeAndre,Washington,OAK,RB,146.16,2016,RB2,40.32,146.16,False,18061,76.7,5.5,14,87.0,467.0,5.4,2.0,17.0,23.0,115.0,73.9,0.0,5.0,6.8
118,Ladarius,Green,PIT,TE,147.73,2016,TE1,147.73,196.42,False,14122,45.4,7.6,6,0.0,0.0,0.0,0.0,18.0,34.0,304.0,52.9,1.0,8.9,16.9
119,Zach,Miller,CHI,TE,149.54,2016,TE1,149.54,,False,12415,96.1,9.6,10,0.0,0.0,0.0,0.0,47.0,64.0,486.0,73.4,4.0,7.6,10.3
120,Eric,Ebron,DET,TE,149.79,2016,TE1,149.79,,False,16451,113.7,8.7,13,1.0,1.0,1.0,1.0,61.0,85.0,711.0,71.8,1.0,8.4,11.7
121,James,Starks,GBP,RB,151.57,2016,RB3,20.58,127.78,False,12506,49.4,5.5,9,63.0,145.0,2.3,0.0,19.0,25.0,134.0,76.0,2.0,5.4,7.1
122,Tyler,Boyd,CIN,WR,154.05,2016,WR2,11.54,154.05,False,17986,97.1,6.1,16,4.0,58.0,14.5,0.0,54.0,81.0,603.0,66.7,1.0,7.4,11.2
123,Mohamed,Sanu,ATL,WR,154.18,2016,WR2,5.83,154.18,False,13878,119.3,8.0,15,1.0,5.0,5.0,0.0,59.0,81.0,653.0,72.8,4.0,8.1,11.1
125,Will,Fuller,HOU,WR,154.56,2016,WR2,10.89,154.56,False,17916,98.7,7.0,14,1.0,-3.0,-3.0,0.0,47.0,92.0,635.0,51.1,2.0,6.9,13.5
