FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,Age,GamesPlayed,PointsPPR,PointsHalfPPR,PPG_PPR,PPG_HalfPPR,RushAtt,RushYds,RushYardsPerAtt,RushTD,Tgts,TgtsPerGame,Receptions,RecYds,YardsPerRec,RecTD
Travis,Benjamin,SDG,WR,133.14,2016,WR2,29.01,133.14,False,27,14,132.4,108.9,9.46,7.78,2,-3,-1.5,0,75.0,5.36,47,677,14.4,4
Tevin,Coleman,ATL,RB,133.9,2016,RB2,16.41,133.9,False,23,13,191.1,175.6,14.7,13.51,118,520,4.41,8,40.0,3.08,31,421,13.58,3
Laquon,Treadwell,MIN,WR,136.76,2016,WR2,111.1,136.76,False,21,9,2.5,2.0,0.28,0.22,0,0,,0,3.0,0.33,1,15,15.0,0
Theo,Riddick,DET,RB,137.33,2016,RB2,86.66,137.33,False,25,10,161.8,135.3,16.18,13.53,92,357,3.88,1,67.0,6.7,53,371,7.0,5
Jared,Cook,GNB,TE,137.93,2016,TE1,137.93,175.35,False,29,10,71.7,56.7,7.17,5.67,0,0,,0,51.0,5.1,30,377,12.57,1
Devontae,Booker,DEN,RB,141.8,2016,RB3,34.31,103.73,True,24,16,142.7,127.2,8.92,7.95,174,612,3.52,4,45.0,2.81,31,265,8.55,1
Bilal,Powell,NYJ,RB,142.48,2016,RB2,42.55,142.48,False,28,16,197.0,168.0,12.31,10.5,131,722,5.51,3,74.0,4.62,58,388,6.69,2
Spencer,Ware,KAN,RB,142.68,2016,RB2,17.85,142.68,False,25,14,193.8,177.3,13.84,12.66,214,921,4.3,3,42.0,3.0,33,447,13.55,2
Darren,Sproles,PHI,RB,143.6,2016,RB2,64.72,143.6,False,33,15,162.5,136.5,10.83,9.1,94,438,4.66,2,71.0,4.73,52,427,8.21,2
James,White,NWE,RB,144.61,2016,RB3,104.48,106.06,True,24,16,161.7,131.7,10.11,8.23,39,166,4.26,0,86.0,5.38,60,551,9.18,5
Alfred,Morris,DAL,RB,144.8,2016,RB2,7.27,144.8,False,28,14,40.4,38.9,2.89,2.78,69,243,3.52,2,6.0,0.43,3,11,3.67,0
Kamar,Aiken,BAL,WR,145.4,2016,WR1,145.4,163.66,False,27,16,67.8,53.3,4.24,3.33,0,0,,0,50.0,3.12,29,328,11.31,1
DeAndre,Washington,OAK,RB,146.16,2016,RB2,40.32,146.16,False,23,14,85.2,76.7,6.09,5.48,87,467,5.37,2,23.0,1.64,17,115,6.76,0
Ladarius,Green,PIT,TE,147.73,2016,TE1,147.73,196.42,False,26,6,54.4,45.4,9.07,7.57,0,0,,0,34.0,5.67,18,304,16.89,1
Zach,Miller,CHI,TE,149.54,2016,TE1,149.54,,False,32,10,119.6,96.1,11.96,9.61,0,0,,0,64.0,6.4,47,486,10.34,4
Eric,Ebron,DET,TE,149.79,2016,TE1,149.79,,False,23,13,144.2,113.7,11.09,8.75,1,1,1.0,1,85.0,6.54,61,711,11.66,1
James,Starks,GNB,RB,151.57,2016,RB3,20.58,127.78,False,30,9,58.9,49.4,6.54,5.49,63,145,2.3,0,25.0,2.78,19,134,7.05,2
Tyler,Boyd,CIN,WR,154.05,2016,WR2,11.54,154.05,False,22,16,124.1,97.1,7.76,6.07,4,58,14.5,0,81.0,5.06,54,603,11.17,1
Mohamed,Sanu,ATL,WR,154.18,2016,WR2,5.83,154.18,False,27,15,148.8,119.3,9.92,7.95,1,5,5.0,0,81.0,5.4,59,653,11.07,4
Tajae,Sharpe,TEN,WR,154.25,2016,WR1,154.25,158.15,False,22,16,105.3,84.8,6.58,5.3,1,1,1.0,0,83.0,5.19,41,522,12.73,2
Will,Fuller,HOU,WR,154.56,2016,WR2,10.89,154.56,False,22,14,128.2,104.7,9.16,7.48,1,-3,-3.0,0,92.0,6.57,47,635,13.51,2
Jerick,McKinnon,MIN,RB,158.09,2016,RB2,6.42,158.09,False,24,15,148.4,126.9,9.89,8.46,159,539,3.39,2,53.0,3.53,43,255,5.93,2
Rishard,Matthews,TEN,WR,158.15,2016,WR2,154.25,158.15,False,27,16,211.5,179.0,13.22,11.19,0,0,,0,108.0,6.75,65,945,14.54,9
Sammie,Coates,PIT,WR,158.84,2016,WR3,1.81,129.11,False,23,14,77.9,67.4,5.56,4.81,4,14,3.5,0,49.0,3.5,21,435,20.71,2
Phillip,Dorsett,IND,WR,160.16,2016,WR3,32.99,58.7,True,23,15,98.8,82.3,6.59,5.49,2,10,5.0,0,59.0,3.93,33,528,16.0,2
Dorial,GreenBeckham,PHI,WR,160.26,2016,WR2,79.13,160.26,False,23,15,87.2,69.2,5.81,4.61,0,0,,0,74.0,4.93,36,392,10.89,2
Victor,Cruz,NYG,WR,161.39,2016,WR3,4.01,102.76,False,30,15,101.6,82.1,6.77,5.47,0,0,,0,72.0,4.8,39,586,15.03,1
Mike,Wallace,BAL,WR,163.66,2016,WR2,145.4,163.66,False,30,16,202.8,166.8,12.68,10.42,5,31,6.2,0,116.0,7.25,72,1017,14.13,4
Kenneth,Dixon,BAL,RB,163.7,2016,RB1,163.7,175.08,False,22,12,102.4,87.4,8.53,7.28,88,382,4.34,2,41.0,3.42,30,162,5.4,1
CJ,Prosise,SEA,RB,164.18,2016,RB2,35.96,164.18,False,22,6,61.0,52.5,10.17,8.75,30,172,5.73,1,19.0,3.17,17,208,12.24,0
Kyle,Rudolph,MIN,TE,165.61,2016,TE1,165.61,,False,27,16,209.0,167.5,13.06,10.47,0,0,,0,132.0,8.25,83,840,10.12,7
Chris,Johnson,ARI,RB,165.76,2016,RB2,6.46,165.76,False,31,4,15.5,15.5,3.88,3.88,25,95,3.8,1,1.0,0.25,0,0,,0
Charles,Clay,BUF,TE,166.89,2016,TE1,166.89,,False,27,15,136.2,107.7,9.08,7.18,0,0,,0,87.0,5.8,57,552,9.68,4
Chris,Hogan,NWE,WR,168.49,2016,WR3,52.45,62.45,True,29,15,128.9,109.9,8.59,7.33,3,9,3.0,0,58.0,3.87,38,680,17.89,4
Pierre,Garcon,WAS,WR,170.35,2016,WR2,89.34,170.35,False,30,16,201.1,161.6,12.57,10.1,0,0,,0,114.0,7.12,79,1041,13.18,3
Charcandrick,West,KAN,RB,170.43,2016,RB3,17.85,142.68,False,25,15,94.1,80.1,6.27,5.34,88,293,3.33,1,34.0,2.27,28,188,6.71,2
Darren,McFadden,DAL,RB,170.81,2016,RB3,7.27,144.8,False,29,3,13.4,11.9,4.47,3.97,24,87,3.63,0,5.0,1.67,3,17,5.67,0
Jordan,Howard,CHI,RB,172.03,2016,RB2,54.83,172.03,False,22,15,230.1,215.6,15.34,14.37,252,1313,5.21,6,50.0,3.33,29,298,10.28,1
Davante,Adams,GNB,WR,172.53,2016,WR3,22.36,42.09,False,24,16,246.7,209.2,15.42,13.08,0,0,,0,121.0,7.56,75,997,13.29,12
Paul,Perkins,NYG,RB,174.11,2016,RB2,91.4,174.11,False,22,14,76.8,69.3,5.49,4.95,112,456,4.07,0,24.0,1.71,15,162,10.8,0
Terrelle,Pryor,CLE,WR,174.23,2016,WR2,122.78,174.23,False,27,16,213.4,174.9,13.34,10.93,8,21,2.63,1,140.0,8.75,77,1007,13.08,4
Josh,Doctson,WAS,WR,174.6,2016,WR3,89.34,170.35,False,24,2,8.6,7.6,4.3,3.8,0,0,,0,6.0,3.0,2,66,33.0,0
Terrance,West,BAL,RB,175.08,2016,RB2,163.7,175.08,False,25,16,171.0,154.0,10.69,9.62,193,774,4.01,5,45.0,2.81,34,236,6.94,1
Richard,Rodgers,GNB,TE,175.35,2016,TE2,137.93,175.35,False,24,16,69.1,54.1,4.32,3.38,0,0,,0,47.0,2.94,30,271,9.03,2
Javorius,Allen,BAL,RB,176.3,2016,RB3,163.7,175.08,False,25,8,7.9,6.4,0.99,0.8,9,34,3.78,0,4.0,0.5,3,15,5.0,0
Jordan,Cameron,MIA,TE,176.69,2016,TE1,176.69,,False,28,3,20.0,16.0,6.67,5.33,0,0,,0,11.0,3.67,8,60,7.5,1
Shane,Vereen,NYG,RB,177.63,2016,RB3,91.4,174.11,False,27,5,38.2,32.7,7.64,6.54,33,158,4.79,1,19.0,3.8,11,94,8.55,0
Terrance,Williams,DAL,WR,177.71,2016,WR2,16.92,177.71,False,27,16,125.4,103.4,7.84,6.46,0,0,,0,61.0,3.81,44,594,13.5,4
Hunter,Henry,SDG,TE,178.0,2016,TE2,110.16,178.0,False,22,15,129.8,111.8,8.65,7.45,0,0,,0,53.0,3.53,36,478,13.28,8
Clive,Walford,OAK,TE,178.96,2016,TE1,178.96,,False,25,15,86.9,70.4,5.79,4.69,0,0,,0,52.0,3.47,33,359,10.88,3
Anquan,Boldin,DET,WR,179.25,2016,WR3,59.32,89.98,True,36,16,173.4,139.9,10.84,8.74,0,0,,0,95.0,5.94,67,584,8.72,8
Virgil,Green,DEN,TE,179.99,2016,TE1,179.99,,False,28,12,51.7,40.7,4.31,3.39,0,0,,0,37.0,3.08,22,237,10.77,1
Kenny,Stills,MIA,WR,183.8,2016,WR3,46.86,90.88,True,24,16,168.6,147.6,10.54,9.22,0,0,,0,81.0,5.06,42,726,17.29,9
Breshad,Perriman,BAL,WR,184.29,2016,WR3,145.4,163.66,False,23,16,101.1,84.6,6.32,5.29,1,2,2.0,0,66.0,4.12,33,499,15.12,3
Will,Tye,NYG,TE,187.39,2016,TE1,187.39,,False,25,16,93.5,69.5,5.84,4.34,0,0,,0,70.0,4.38,48,395,8.23,1
Nelson,Agholor,PHI,WR,188.03,2016,WR3,79.13,160.26,False,23,15,87.9,69.9,5.86,4.66,5,14,2.8,0,69.0,4.6,36,365,10.14,2
Benny,Cunningham,LAR,RB,188.36,2016,RB2,4.16,188.36,False,26,11,35.2,27.2,3.2,2.47,21,101,4.81,0,21.0,1.91,16,91,5.69,0
Cameron,ArtisPayne,CAR,RB,188.46,2016,RB2,56.59,188.46,False,26,3,28.5,28.0,9.5,9.33,36,144,4.0,2,1.0,0.33,1,11,11.0,0
Tim,Hightower,NOR,RB,188.48,2016,RB2,25.44,188.48,False,30,16,126.8,115.8,7.92,7.24,133,548,4.12,4,26.0,1.62,22,200,9.09,1
Alfred,Blue,HOU,RB,189.43,2016,RB2,13.18,189.43,False,25,14,62.0,56.0,4.43,4.0,100,420,4.2,1,16.0,1.14,12,40,3.33,0
Vance,McDonald,SFO,TE,189.83,2016,TE1,189.83,,False,26,11,87.1,75.1,7.92,6.83,0,0,,0,45.0,4.09,24,391,16.29,4
Braxton,Miller,HOU,WR,190.36,2016,WR3,10.89,154.56,False,24,10,30.9,23.4,3.09,2.34,3,0,0.0,0,28.0,2.8,15,99,6.6,1
Wendell,Smallwood,PHI,RB,190.49,2016,RB3,64.72,143.6,False,22,13,52.7,49.7,4.05,3.82,77,312,4.05,1,13.0,1.0,6,55,9.17,0
Andre,Ellington,ARI,RB,195.81,2016,RB3,6.46,165.76,False,27,16,30.1,24.1,1.88,1.51,34,96,2.82,0,19.0,1.19,12,85,7.08,0
Kendall,Wright,TEN,WR,196.08,2016,WR3,154.25,158.15,False,27,11,90.1,75.6,8.19,6.87,1,15,15.0,0,42.0,3.82,29,416,14.34,3
Jesse,James,PIT,TE,196.42,2016,TE2,147.73,196.42,False,22,16,90.8,71.3,5.68,4.46,0,0,,0,60.0,3.75,39,338,8.67,3
Chris,Thompson,WAS,RB,196.48,2016,RB2,71.48,196.48,False,26,16,147.5,123.0,9.22,7.69,68,356,5.24,3,62.0,3.88,49,349,7.12,2
Kenjon,Barner,PHI,RB,197.31,2016,RB4,64.72,143.6,False,27,13,34.1,31.6,2.62,2.43,27,129,4.78,2,11.0,0.85,5,42,8.4,0
Josh,Ferguson,IND,RB,197.86,2016,RB2,80.93,197.86,False,23,16,35.6,25.6,2.22,1.6,15,20,1.33,0,26.0,1.62,20,136,6.8,0
Danny,Amendola,NWE,WR,200.14,2016,WR4,52.45,62.45,True,31,12,69.3,57.8,5.78,4.82,0,0,,0,29.0,2.42,23,243,10.57,4
Shaun,Draughn,SFO,RB,200.49,2016,RB2,43.08,200.49,False,29,16,108.9,94.4,6.81,5.9,74,196,2.65,4,39.0,2.44,29,263,9.07,2
Kenny,Britt,LAR,WR,202.86,2016,WR2,115.8,202.86,False,28,15,196.2,162.2,13.08,10.81,0,0,,0,111.0,7.4,68,1002,14.74,5
Robert,Woods,BUF,WR,206.54,2016,WR2,36.05,206.54,False,24,13,118.9,93.4,9.15,7.18,1,6,6.0,0,76.0,5.85,51,613,12.02,1
Eli,Rogers,PIT,WR,208.88,2016,WR4,1.81,129.11,False,24,13,126.0,102.0,9.69,7.85,1,6,6.0,0,66.0,5.08,48,594,12.38,3
Reggie,Bush,BUF,RB,209.86,2016,RB2,26.32,209.86,False,31,13,23.7,20.2,1.82,1.55,12,-3,-0.25,1,10.0,0.77,7,90,12.86,0
Jermaine,Kearse,SEA,WR,215.11,2016,WR3,52.21,83.7,True,26,16,98.0,77.5,6.12,4.84,0,0,,0,89.0,5.56,41,510,12.44,1
LeVeon,Bell,PIT,RB,2.53,2017,RB1,2.53,,False,25,15,341.6,299.1,22.77,19.94,321,1291,4.02,9,106.0,7.07,85,655,7.71,2
Antonio,Brown,PIT,WR,4.19,2017,WR1,4.19,63.0,False,29,14,310.3,259.8,22.16,18.56,0,0,,0,163.0,11.64,101,1533,15.18,9
Julio,Jones,ATL,WR,6.31,2017,WR1,6.31,152.52,False,28,16,251.9,207.9,15.74,12.99,1,15,15.0,0,148.0,9.25,88,1444,16.41,3
LeSean,McCoy,BUF,RB,8.55,2017,RB1,8.55,,False,29,16,263.6,234.1,16.48,14.63,287,1138,3.97,6,77.0,4.81,59,448,7.59,2
Devonta,Freeman,ATL,RB,9.26,2017,RB1,9.26,77.07,False,25,14,200.2,182.2,14.3,13.01,196,865,4.41,7,47.0,3.36,36,317,8.81,1
Mike,Evans,TAM,WR,10.66,2017,WR1,10.66,92.13,False,24,15,203.1,167.6,13.54,11.17,0,0,,0,136.0,9.07,71,1001,14.1,5
Melvin,Gordon,LAC,RB,11.62,2017,RB1,11.62,,False,24,16,288.1,259.1,18.01,16.19,284,1105,3.89,8,83.0,5.19,58,476,8.21,4
AJ,Green,CIN,WR,13.59,2017,WR1,13.59,193.04,False,29,16,226.8,189.3,14.18,11.83,0,0,,0,143.0,8.94,75,1078,14.37,8
Jordy,Nelson,GNB,WR,14.07,2017,WR1,14.07,45.18,False,32,15,137.2,110.7,9.15,7.38,0,0,,0,88.0,5.87,53,482,9.09,6
Jordan,Howard,CHI,RB,17.93,2017,RB1,17.93,178.85,False,23,16,199.7,188.2,12.48,11.76,276,1122,4.07,9,32.0,2.0,23,125,5.43,0
DeMarco,Murray,TEN,RB,18.56,2017,RB1,18.56,88.25,False,29,15,171.5,152.0,11.43,10.13,184,659,3.58,6,47.0,3.13,39,266,6.82,1
Ezekiel,Elliott,DAL,RB,19.0,2017,RB1,19.0,176.41,False,22,10,203.2,190.2,20.32,19.02,242,983,4.06,7,38.0,3.8,26,269,10.35,2
Michael,Thomas,NOR,WR,20.14,2017,WR1,20.14,89.19,False,24,16,258.5,206.5,16.16,12.91,0,0,,0,149.0,9.31,104,1245,11.97,5
Rob,Gronkowski,NWE,TE,20.63,2017,TE1,20.63,179.16,False,28,14,227.4,192.9,16.24,13.78,0,0,,0,105.0,7.5,69,1084,15.71,8
Todd,Gurley,LAR,RB,21.08,2017,RB1,21.08,,False,23,15,383.3,351.3,25.55,23.42,279,1305,4.68,13,87.0,5.8,64,788,12.31,6
Dez,Bryant,DAL,WR,22.11,2017,WR1,22.11,154.99,False,29,16,186.4,151.9,11.65,9.49,1,-4,-4.0,0,132.0,8.25,69,838,12.14,6
Amari,Cooper,OAK,WR,22.5,2017,WR1,22.5,53.01,False,23,14,158.4,134.4,11.31,9.6,1,4,4.0,0,96.0,6.86,48,680,14.17,7
Leonard,Fournette,JAX,RB,24.71,2017,RB1,24.71,188.74,False,22,13,230.2,212.2,17.71,16.32,268,1040,3.88,9,48.0,3.69,36,302,8.39,1
Brandin,Cooks,NWE,WR,25.61,2017,WR1,25.61,109.16,False,24,16,221.2,188.7,13.82,11.79,9,40,4.44,0,114.0,7.12,65,1082,16.65,7
TY,Hilton,IND,WR,29.21,2017,WR1,29.21,105.93,True,28,16,175.6,147.1,10.98,9.19,0,0,,0,109.0,6.81,57,966,16.95,4
Christian,McCaffrey,CAR,RB,29.3,2017,RB1,29.3,118.81,False,21,16,228.6,188.6,14.29,11.79,117,435,3.72,2,113.0,7.06,80,651,8.14,5
Doug,Baldwin,SEA,WR,30.91,2017,WR1,30.91,161.1,False,29,16,223.3,185.8,13.96,11.61,2,-8,-4.0,0,116.0,7.25,75,991,13.21,8
Lamar,Miller,HOU,RB,31.33,2017,RB1,31.33,,False,26,16,193.5,175.5,12.09,10.97,238,888,3.73,3,45.0,2.81,36,327,9.08,3
Marshawn,Lynch,OAK,RB,32.07,2017,RB1,32.07,168.42,False,31,15,164.2,154.2,10.95,10.28,207,891,4.3,7,31.0,2.07,20,151,7.55,0
DeAndre,Hopkins,HOU,WR,35.57,2017,WR1,35.57,168.05,False,25,15,309.8,261.8,20.65,17.45,0,0,,0,174.0,11.6,96,1378,14.35,13
Isaiah,Crowell,CLE,RB,38.09,2017,RB1,38.09,127.45,False,24,16,143.5,129.5,8.97,8.09,206,853,4.14,2,42.0,2.62,28,182,6.5,0
Travis,Kelce,KAN,TE,39.65,2017,TE1,39.65,,False,28,15,233.5,193.0,15.57,12.87,2,7,3.5,0,122.0,8.13,83,1038,12.51,8
Demaryius,Thomas,DEN,WR,41.0,2017,WR1,41.0,84.08,True,30,16,205.9,164.4,12.87,10.28,0,0,,0,140.0,8.75,83,949,11.43,5
Joe,Mixon,CIN,RB,45.05,2017,RB1,45.05,159.19,False,21,14,141.3,126.3,10.09,9.02,178,626,3.52,4,34.0,2.43,30,287,9.57,0
Davante,Adams,GNB,WR,45.18,2017,WR2,14.07,45.18,False,25,14,222.5,185.5,15.89,13.25,0,0,,0,117.0,8.36,74,885,11.96,10
Alshon,Jeffery,PHI,WR,45.33,2017,WR1,45.33,176.96,False,27,16,195.9,167.4,12.24,10.46,0,0,,0,120.0,7.5,57,789,13.84,9
Keenan,Allen,LAC,WR,45.36,2017,WR1,45.36,116.12,False,25,16,284.2,233.2,17.76,14.58,2,9,4.5,0,159.0,9.94,102,1393,13.66,6
Carlos,Hyde,SFO,RB,45.94,2017,RB1,45.94,,False,27,16,233.8,204.3,14.61,12.77,240,938,3.91,8,88.0,5.5,59,350,5.93,0
Tyreek,Hill,KAN,WR,49.34,2017,WR1,49.34,,False,23,15,245.2,208.7,16.35,13.91,17,59,3.47,0,105.0,7.0,75,1183,15.77,7
Michael,Crabtree,OAK,WR,53.01,2017,WR2,22.5,53.01,False,30,14,171.8,142.8,12.27,10.2,0,0,,0,101.0,7.21,58,618,10.66,8
Greg,Olsen,CAR,TE,54.5,2017,TE1,54.5,,False,32,7,42.1,33.6,6.01,4.8,0,0,,0,38.0,5.43,17,191,11.24,1
CJ,Anderson,DEN,RB,55.82,2017,RB1,55.82,141.61,False,26,16,175.1,161.1,10.94,10.07,245,1007,4.11,3,40.0,2.5,28,224,8.0,1
Mark,Ingram,NOR,RB,57.89,2017,RB1,57.89,149.41,False,28,16,278.0,249.0,17.38,15.56,230,1124,4.89,12,71.0,4.44,58,416,7.17,0
Kareem,Hunt,KAN,RB,58.87,2017,RB1,58.87,173.38,False,22,16,295.2,268.7,18.45,16.79,272,1327,4.88,8,63.0,3.94,53,455,8.58,3
Jimmy,Graham,SEA,TE,61.49,2017,TE1,61.49,,False,31,16,171.0,142.5,10.69,8.91,0,0,,0,96.0,6.0,57,520,9.12,10
Golden,Tate,DET,WR,61.57,2017,WR1,61.57,126.65,False,29,16,224.5,178.5,14.03,11.16,5,22,4.4,0,120.0,7.5,92,1003,10.9,5
Martavis,Bryant,PIT,WR,63.0,2017,WR2,4.19,63.0,False,26,15,132.5,107.5,8.83,7.17,6,22,3.67,0,84.0,5.6,50,603,12.06,3
Ameer,Abdullah,DET,RB,63.01,2017,RB1,63.01,122.44,False,24,14,124.4,111.9,8.89,7.99,165,552,3.35,4,35.0,2.5,25,162,6.48,1
Jarvis,Landry,MIA,WR,64.83,2017,WR1,64.83,82.76,True,25,16,260.0,204.0,16.25,12.75,1,-7,-7.0,0,161.0,10.06,112,987,8.81,9
Larry,Fitzgerald,ARI,WR,67.09,2017,WR1,67.09,130.29,False,34,16,261.4,206.9,16.34,12.93,0,0,,0,161.0,10.06,109,1156,10.61,6
Sammy,Watkins,LAR,WR,67.94,2017,WR1,67.94,155.26,False,24,15,146.3,126.8,9.75,8.45,0,0,,0,70.0,4.67,39,593,15.21,8
Doug,Martin,TAM,RB,71.13,2017,RB1,71.13,137.06,False,28,11,76.0,71.5,6.91,6.5,138,406,2.94,3,18.0,1.64,9,84,9.33,0
Stefon,Diggs,MIN,WR,74.52,2017,WR1,74.52,128.11,False,24,14,198.2,166.2,14.16,11.87,8,13,1.63,0,95.0,6.79,64,849,13.27,8
Mike,Gillislee,NWE,RB,74.99,2017,RB1,74.99,136.88,False,27,9,68.8,68.3,7.64,7.59,104,383,3.68,5,1.0,0.11,1,15,15.0,0
Bilal,Powell,NYJ,RB,75.46,2017,RB1,75.46,,False,29,15,145.2,133.7,9.68,8.91,178,772,4.34,5,33.0,2.2,23,170,7.39,0
Tevin,Coleman,ATL,RB,77.07,2017,RB2,9.26,77.07,False,24,15,167.7,154.2,11.18,10.28,156,628,4.03,5,39.0,2.6,27,299,11.07,3
Jamison,Crowder,WAS,WR,81.17,2017,WR1,81.17,159.97,False,24,15,160.3,127.3,10.69,8.49,7,34,4.86,0,103.0,6.87,66,789,11.95,3
LeGarrette,Blount,PHI,RB,82.31,2017,RB2,16.72,82.31,False,31,16,107.6,103.6,6.72,6.48,173,766,4.43,2,8.0,0.5,8,50,6.25,1
DeVante,Parker,MIA,WR,82.76,2017,WR2,64.83,82.76,True,24,13,130.0,101.5,10.0,7.81,0,0,,0,96.0,7.38,57,670,11.75,1
Emmanuel,Sanders,DEN,WR,84.08,2017,WR2,41.0,84.08,True,30,12,114.5,91.0,9.54,7.58,0,0,,0,92.0,7.67,47,555,11.81,2
Delanie,Walker,TEN,TE,84.48,2017,TE1,84.48,,False,33,16,174.5,137.5,10.91,8.59,2,-2,-1.0,1,111.0,6.94,74,807,10.91,3
Eddie,Lacy,SEA,RB,88.01,2017,RB1,88.01,115.03,False,27,9,28.6,25.6,3.18,2.84,69,179,2.59,0,6.0,0.67,6,47,7.83,0
Derrick,Henry,TEN,RB,88.25,2017,RB2,18.56,88.25,False,23,16,135.0,129.5,8.44,8.09,176,744,4.23,5,17.0,1.06,11,136,12.36,1
Willie,Snead,NOR,WR,89.19,2017,WR2,20.14,89.19,False,25,11,15.2,11.2,1.38,1.02,0,0,,0,16.0,1.45,8,92,11.5,0
Kyle,Rudolph,MIN,TE,90.32,2017,TE1,90.32,,False,28,16,158.2,129.7,9.89,8.11,0,0,,0,81.0,5.06,57,532,9.33,8
Frank,Gore,IND,RB,91.81,2017,RB1,91.81,154.85,False,34,16,173.6,159.1,10.85,9.94,261,961,3.68,3,38.0,2.38,29,245,8.45,1
Paul,Perkins,NYG,RB,91.81,2017,RB1,91.81,182.62,False,23,11,21.6,17.6,1.96,1.6,41,90,2.2,0,10.0,0.91,8,46,5.75,0
DeSean,Jackson,TAM,WR,92.13,2017,WR2,10.66,92.13,False,31,14,138.6,113.6,9.9,8.11,3,38,12.67,0,90.0,6.43,50,668,13.36,3
Zach,Ertz,PHI,TE,94.68,2017,TE1,94.68,,False,27,14,202.4,165.4,14.46,11.81,0,0,,0,110.0,7.86,74,824,11.14,8
Randall,Cobb,GNB,WR,97.23,2017,WR3,14.07,45.18,False,27,15,159.4,126.4,10.63,8.43,9,17,1.89,0,92.0,6.13,66,653,9.89,4
Terrance,West,BAL,RB,103.21,2017,RB2,94.58,103.21,True,26,5,28.1,27.1,5.62,5.42,39,138,3.54,2,4.0,0.8,2,23,11.5,0
Donte,Moncrief,IND,WR,105.93,2017,WR2,29.21,105.93,True,24,12,77.1,64.1,6.42,5.34,0,0,,0,47.0,3.92,26,391,15.04,2
Chris,Hogan,NWE,WR,109.16,2017,WR2,25.61,109.16,False,30,9,109.6,92.6,12.18,10.29,3,17,5.67,0,59.0,6.56,34,439,12.91,5
Eric,Decker,TEN,WR,110.3,2017,WR1,110.3,116.97,False,30,16,116.3,89.3,7.27,5.58,0,0,,0,83.0,5.19,54,563,10.43,1
Jeremy,Maclin,BAL,WR,113.78,2017,WR1,113.78,138.52,False,29,12,102.0,82.0,8.5,6.83,0,0,,0,72.0,6.0,40,440,11.0,3
Thomas,Rawls,SEA,RB,115.03,2017,RB2,88.01,115.03,False,24,12,32.1,27.6,2.68,2.3,58,157,2.71,0,13.0,1.08,9,94,10.44,0
Tyrell,Williams,LAC,WR,116.12,2017,WR2,45.36,116.12,False,25,16,137.8,116.3,8.61,7.27,0,0,,0,69.0,4.31,43,728,16.93,4
Corey,Davis,TEN,WR,116.97,2017,WR2,110.3,116.97,False,22,11,69.5,52.5,6.32,4.77,0,0,,0,65.0,5.91,34,375,11.03,0
Jonathan,Stewart,CAR,RB,118.81,2017,RB2,29.3,118.81,False,30,15,117.2,113.2,7.81,7.55,198,680,3.43,6,15.0,1.0,8,52,6.5,1
Theo,Riddick,DET,RB,122.44,2017,RB2,63.01,122.44,False,26,16,154.0,127.5,9.62,7.97,84,286,3.4,3,71.0,4.44,53,444,8.38,2
Corey,Coleman,CLE,WR,124.58,2017,WR1,124.58,,False,23,9,65.5,54.0,7.28,6.0,0,0,,0,58.0,6.44,23,305,13.26,2
Eric,Ebron,DET,TE,126.07,2017,TE1,126.07,,False,24,16,132.4,105.9,8.28,6.62,0,0,,0,86.0,5.38,53,574,10.83,4
Marvin,Jones,DET,WR,126.65,2017,WR2,61.57,126.65,False,27,16,225.1,194.6,14.07,12.16,0,0,,0,107.0,6.69,61,1101,18.05,9
Samaje,Perine,WAS,RB,127.23,2017,RB1,127.23,,False,22,16,108.5,97.5,6.78,6.09,175,603,3.45,1,24.0,1.5,22,182,8.27,1
Rishard,Matthews,TEN,WR,127.26,2017,WR3,110.3,116.97,False,28,14,156.2,129.7,11.16,9.26,1,-3,-3.0,0,87.0,6.21,53,795,15.0,4
Duke,Johnson,CLE,RB,127.45,2017,RB2,38.09,127.45,False,24,16,216.1,179.1,13.51,11.19,82,348,4.24,4,93.0,5.81,74,693,9.36,3
Jason,Witten,DAL,TE,127.7,2017,TE1,127.7,,False,35,16,147.0,115.5,9.19,7.22,0,0,,0,87.0,5.44,63,560,8.89,5
Adam,Thielen,MIN,WR,128.11,2017,WR2,74.52,128.11,False,27,16,239.7,194.2,14.98,12.14,1,11,11.0,0,142.0,8.88,91,1276,14.02,4
Jack,Doyle,IND,TE,128.2,2017,TE1,128.2,,False,27,15,169.0,129.0,11.27,8.6,0,0,,0,108.0,7.2,80,690,8.63,4
John,Brown,ARI,WR,130.29,2017,WR2,67.09,130.29,False,27,10,69.9,59.4,6.99,5.94,1,10,10.0,0,55.0,5.5,21,299,14.24,3
Jamaal,Williams,GNB,RB,135.95,2017,RB1,135.95,,False,22,16,142.8,130.3,8.93,8.14,153,556,3.63,4,34.0,2.12,25,262,10.48,2
James,White,NWE,RB,136.88,2017,RB2,74.99,136.88,False,25,14,134.0,106.0,9.57,7.57,43,171,3.98,0,72.0,5.14,56,429,7.66,3
Jacquizz,Rodgers,TAM,RB,137.06,2017,RB2,71.13,137.06,False,27,16,46.8,42.3,2.92,2.64,64,244,3.81,1,11.0,0.69,9,74,8.22,0
