FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
Nelson,Agholor,PHI,WR,173.63,2019,WR1,173.63,185.51,False
Cole,Beasley,BUF,WR,174.0,2019,WR2,124.86,174.0,False
Gus,Edwards,BAL,RB,176.61,2019,RB3,43.48,146.36,False
AJ,Brown,TEN,WR,177.31,2019,WR2,84.0,177.31,False
Chase,Edmonds,ARI,RB,179.23,2019,RB3,10.31,88.82,False
Mike,Davis,CAR,RB,179.67,2019,RB2,3.26,179.67,False
Demaryius,Thomas,NYJ,WR,180.03,2019,WR3,78.78,151.59,False
Adam,Humphries,TEN,WR,180.56,2019,WR3,84.0,177.31,False
Rashard,Higgins,CLE,WR,182.73,2019,WR3,14.73,67.42,False
Frank,Gore,BUF,RB,183.54,2019,RB2,128.63,183.54,False
DaeSean,Hamilton,DEN,WR,183.66,2019,WR2,103.97,183.66,False
Danny,Amendola,DET,WR,184.32,2019,WR3,55.49,97.67,True
Rex,Burkhead,NWE,RB,184.36,2019,RB4,42.14,66.17,True
Miles,Boykin,BAL,WR,184.66,2019,WR3,144.54,157.72,False
JJ,ArcegaWhiteside,PHI,WR,185.51,2019,WR2,173.63,185.51,False
Albert,Wilson,MIA,WR,186.56,2019,WR2,161.15,186.56,False
Cameron,Brate,TAM,TE,188.34,2019,TE2,63.19,188.34,False
Zay,Jones,OAK,WR,190.81,2019,WR2,146.19,190.81,False
Jalen,Richard,OAK,RB,191.87,2019,RB2,38.7,191.87,False
John,Ross,CIN,WR,199.0,2019,WR3,63.3,74.0,True
TJ,Yeldon,BUF,RB,202.03,2019,RB3,128.63,183.54,False
Christian,McCaffrey,CAR,RB,1.44,2020,RB1,1.44,,False
Saquon,Barkley,NYG,RB,3.01,2020,RB1,3.01,,False
Ezekiel,Elliott,DAL,RB,3.79,2020,RB1,3.79,152.88,False
Derrick,Henry,TEN,RB,5.64,2020,RB1,5.64,180.76,False
Michael,Thomas,NOR,WR,7.3,2020,WR1,7.3,105.95,False
Alvin,Kamara,NOR,RB,7.36,2020,RB1,7.36,115.6,False
Dalvin,Cook,MIN,RB,7.4,2020,RB1,7.4,128.65,False
Clyde,EdwardsHelaire,KAN,RB,10.64,2020,RB1,10.64,45.04,False
Aaron,Jones,GNB,RB,13.43,2020,RB1,13.43,146.99,False
Davante,Adams,GNB,WR,13.59,2020,WR1,13.59,147.44,False
Nick,Chubb,CLE,RB,15.26,2020,RB1,15.26,65.61,False
Josh,Jacobs,LVR,RB,15.33,2020,RB1,15.33,198.62,False
Tyreek,Hill,KAN,WR,16.24,2020,WR1,16.24,119.99,False
Julio,Jones,ATL,WR,17.19,2020,WR1,17.19,47.88,False
Joe,Mixon,CIN,RB,18.35,2020,RB1,18.35,189.14,False
Travis,Kelce,KAN,TE,18.81,2020,TE1,18.81,,False
DeAndre,Hopkins,ARI,WR,19.23,2020,WR1,19.23,115.64,False
Austin,Ekeler,LAC,RB,19.61,2020,RB1,19.61,148.64,False
Kenyan,Drake,ARI,RB,21.4,2020,RB1,21.4,142.71,False
Miles,Sanders,PHI,RB,22.26,2020,RB1,22.26,86.91,False
Chris,Godwin,TAM,WR,26.56,2020,WR1,26.56,27.58,True
George,Kittle,SFO,TE,27.24,2020,TE1,27.24,,False
Mike,Evans,TAM,WR,27.58,2020,WR2,26.56,27.58,True
Todd,Gurley,ATL,RB,28.38,2020,RB1,28.38,184.8,False
Kenny,Golladay,DET,WR,28.76,2020,WR1,28.76,95.55,True
Amari,Cooper,DAL,WR,31.93,2020,WR1,31.93,76.33,True
James,Conner,PIT,RB,34.68,2020,RB1,34.68,166.62,False
Raheem,Mostert,SFO,RB,35.01,2020,RB1,35.01,122.42,False
Adam,Thielen,MIN,WR,35.69,2020,WR1,35.69,126.75,False
Odell,Beckham,CLE,WR,35.94,2020,WR1,35.94,76.93,True
Chris,Carson,SEA,RB,36.35,2020,RB1,36.35,161.59,False
JuJu,SmithSchuster,PIT,WR,36.95,2020,WR1,36.95,114.92,False
David,Johnson,HOU,RB,38.02,2020,RB1,38.02,127.91,False
Jonathan,Taylor,IND,RB,39.95,2020,RB1,39.95,94.46,True
Cooper,Kupp,LAR,WR,40.4,2020,WR1,40.4,53.68,True
Leonard,Fournette,TAM,RB,40.54,2020,RB1,40.54,93.5,True
AJ,Brown,TEN,WR,44.86,2020,WR1,44.86,175.49,False
LeVeon,Bell,KAN,RB,45.04,2020,RB2,10.64,45.04,False
Allen,Robinson,CHI,WR,46.41,2020,WR1,46.41,139.3,False
Mark,Andrews,BAL,TE,47.33,2020,TE1,47.33,,False
Calvin,Ridley,ATL,WR,47.88,2020,WR2,17.19,47.88,False
Tyler,Lockett,SEA,WR,48.04,2020,WR1,48.04,53.39,True
DJ,Moore,CAR,WR,49.83,2020,WR1,49.83,152.78,False
Cam,Akers,LAR,RB,50.42,2020,RB1,50.42,147.62,False
Melvin,Gordon,DEN,RB,50.72,2020,RB1,50.72,100.85,True
Zach,Ertz,PHI,TE,51.32,2020,TE1,51.32,153.0,False
DK,Metcalf,SEA,WR,53.39,2020,WR2,48.04,53.39,True
Robert,Woods,LAR,WR,53.68,2020,WR2,40.4,53.68,True
Devin,Singletary,BUF,RB,55.33,2020,RB1,55.33,105.01,True
Keenan,Allen,LAC,WR,56.17,2020,WR1,56.17,151.33,False
Stefon,Diggs,BUF,WR,59.65,2020,WR1,59.65,127.34,False
Courtland,Sutton,DEN,WR,61.35,2020,WR1,61.35,111.94,False
AJ,Green,CIN,WR,63.41,2020,WR1,63.41,84.09,True
Terry,McLaurin,WAS,WR,64.36,2020,WR1,64.36,187.41,False
DeVante,Parker,MIA,WR,65.35,2020,WR1,65.35,139.82,False
DJ,Chark,JAX,WR,65.51,2020,WR1,65.51,175.66,False
Kareem,Hunt,CLE,RB,65.61,2020,RB2,15.26,65.61,False
TY,Hilton,IND,WR,66.2,2020,WR1,66.2,158.54,False
Darren,Waller,LVR,TE,69.76,2020,TE1,69.76,,False
Rob,Gronkowski,TAM,TE,71.58,2020,TE1,71.58,,False
Michael,Gallup,DAL,WR,76.33,2020,WR2,31.93,76.33,True
Jarvis,Landry,CLE,WR,76.93,2020,WR2,35.94,76.93,True
Marquise,Brown,BAL,WR,77.19,2020,WR1,77.19,,False
Jared,Cook,NOR,TE,77.34,2020,TE1,77.34,,False
David,Montgomery,CHI,RB,80.26,2020,RB1,80.26,101.2,True
DAndre,Swift,DET,RB,82.02,2020,RB1,82.02,93.93,True
JK,Dobbins,BAL,RB,82.23,2020,RB1,82.23,188.86,False
Julian,Edelman,NWE,WR,83.02,2020,WR1,83.02,144.89,False
Tyler,Boyd,CIN,WR,84.09,2020,WR2,63.41,84.09,True
Brandin,Cooks,HOU,WR,84.53,2020,WR1,84.53,88.42,True
Evan,Engram,NYG,TE,86.12,2020,TE1,86.12,,False
Jordan,Howard,PHI,RB,86.91,2020,RB2,22.26,86.91,False
Will,Fuller,HOU,WR,88.42,2020,WR2,84.53,88.42,True
Antonio,Gibson,WAS,RB,88.53,2020,RB1,88.53,140.88,False
James,White,NWE,RB,89.72,2020,RB1,89.72,108.89,False
Ronald,Jones,TAM,RB,93.5,2020,RB2,40.54,93.5,True
Kerryon,Johnson,DET,RB,93.93,2020,RB2,82.02,93.93,True
Marlon,Mack,IND,RB,94.46,2020,RB2,39.95,94.46,True
Marvin,Jones,DET,WR,95.55,2020,WR2,28.76,95.55,True
Hunter,Henry,LAC,TE,97.63,2020,TE1,97.63,,False
CeeDee,Lamb,DAL,WR,99.89,2020,WR3,31.93,76.33,True
Austin,Hooper,CLE,TE,100.09,2020,TE1,100.09,,False
Phillip,Lindsay,DEN,RB,100.85,2020,RB2,50.72,100.85,True
Deebo,Samuel,SFO,WR,100.91,2020,WR1,100.91,159.5,False
Tarik,Cohen,CHI,RB,101.2,2020,RB2,80.26,101.2,True
Hayden,Hurst,ATL,TE,102.92,2020,TE1,102.92,,False
Tyler,Higbee,LAR,TE,104.24,2020,TE1,104.24,190.05,False
Zack,Moss,BUF,RB,105.01,2020,RB2,55.33,105.01,True
Emmanuel,Sanders,NOR,WR,105.95,2020,WR2,7.3,105.95,False
Golden,Tate,NYG,WR,108.85,2020,WR1,108.85,112.56,False
Sony,Michel,NWE,RB,108.89,2020,RB2,89.72,108.89,False
Jerry,Jeudy,DEN,WR,111.94,2020,WR2,61.35,111.94,False
Sterling,Shepard,NYG,WR,112.56,2020,WR2,108.85,112.56,False
Darius,Slayton,NYG,WR,112.83,2020,WR3,108.85,112.56,False
Henry,Ruggs,LVR,WR,113.81,2020,WR1,113.81,164.23,False
Diontae,Johnson,PIT,WR,114.92,2020,WR2,36.95,114.92,False
Latavius,Murray,NOR,RB,115.6,2020,RB2,7.36,115.6,False
Christian,Kirk,ARI,WR,115.64,2020,WR2,19.23,115.64,False
James,Robinson,JAX,RB,116.74,2020,RB1,116.74,124.54,False
Noah,Fant,DEN,TE,119.0,2020,TE1,119.0,,False
Mecole,Hardman,KAN,WR,119.99,2020,WR2,16.24,119.99,False
Tevin,Coleman,SFO,RB,122.42,2020,RB2,35.01,122.42,False
Adrian,Peterson,DET,RB,124.12,2020,RB3,82.02,93.93,True
Chris,Thompson,JAX,RB,124.54,2020,RB2,116.74,124.54,False
Matt,Breida,MIA,RB,126.34,2020,RB1,126.34,181.27,False
Justin,Jefferson,MIN,WR,126.75,2020,WR2,35.69,126.75,False
John,Brown,BUF,WR,127.34,2020,WR2,59.65,127.34,False
Blake,Jarwin,DAL,TE,127.35,2020,TE1,127.35,,False
Duke,Johnson,HOU,RB,127.91,2020,RB2,38.02,127.91,False
Alexander,Mattison,MIN,RB,128.65,2020,RB2,7.4,128.65,False
Jamison,Crowder,NYJ,WR,129.21,2020,WR1,129.21,146.33,False
TJ,Hockenson,DET,TE,132.26,2020,TE1,132.26,,False
Mike,Gesicki,MIA,TE,135.58,2020,TE1,135.58,,False
Sammy,Watkins,KAN,WR,137.47,2020,WR3,16.24,119.99,False
Jack,Doyle,IND,TE,137.75,2020,TE1,137.75,,False
DeSean,Jackson,PHI,WR,138.38,2020,WR1,138.38,148.79,False
Anthony,Miller,CHI,WR,139.3,2020,WR2,46.41,139.3,False
Preston,Williams,MIA,WR,139.82,2020,WR2,65.35,139.82,False
Bryce,Love,WAS,RB,140.88,2020,RB2,88.53,140.88,False
Boston,Scott,PHI,RB,141.15,2020,RB3,22.26,86.91,False
Jonnu,Smith,TEN,TE,141.92,2020,TE1,141.92,,False
Chase,Edmonds,ARI,RB,142.71,2020,RB2,21.4,142.71,False
KeShawn,Vaughn,TAM,RB,143.24,2020,RB3,40.54,93.5,True
NKeal,Harry,NWE,WR,144.89,2020,WR2,83.02,144.89,False
Damien,Harris,NWE,RB,145.57,2020,RB3,89.72,108.89,False
Breshad,Perriman,NYJ,WR,146.33,2020,WR2,129.21,146.33,False
AJ,Dillon,GNB,RB,146.99,2020,RB2,13.43,146.99,False
Allen,Lazard,GNB,WR,147.44,2020,WR2,13.59,147.44,False
Darrell,Henderson,LAR,RB,147.62,2020,RB2,50.42,147.62,False
Justin,Jackson,LAC,RB,148.64,2020,RB2,19.61,148.64,False
Jalen,Reagor,PHI,WR,148.79,2020,WR2,138.38,148.79,False
Mike,Williams,LAC,WR,151.33,2020,WR2,56.17,151.33,False
Nyheim,Hines,IND,RB,151.91,2020,RB3,39.95,94.46,True
Kyle,Rudolph,MIN,TE,151.93,2020,TE1,151.93,174.36,False
Chris,Herndon,NYJ,TE,152.26,2020,TE1,152.26,,False
Robby,Anderson,CAR,WR,152.78,2020,WR2,49.83,152.78,False
Tony,Pollard,DAL,RB,152.88,2020,RB2,3.79,152.88,False
Dallas,Goedert,PHI,TE,153.0,2020,TE2,51.32,153.0,False
Eric,Ebron,PIT,TE,156.04,2020,TE1,156.04,,False
LeSean,McCoy,TAM,RB,157.32,2020,RB4,40.54,93.5,True
Larry,Fitzgerald,ARI,WR,158.01,2020,WR3,19.23,115.64,False
Curtis,Samuel,CAR,WR,158.15,2020,WR3,49.83,152.78,False
Michael,Pittman,IND,WR,158.54,2020,WR2,66.2,158.54,False
Darrel,Williams,KAN,RB,159.32,2020,RB3,10.64,45.04,False
Brandon,Aiyuk,SFO,WR,159.5,2020,WR2,100.91,159.5,False
Carlos,Hyde,SEA,RB,161.59,2020,RB2,36.35,161.59,False
Ian,Thomas,CAR,TE,163.43,2020,TE1,163.43,,False
Hunter,Renfrow,LVR,WR,164.23,2020,WR2,113.81,164.23,False
Jace,Sternberger,GNB,TE,164.37,2020,TE1,164.37,,False
CJ,Uzomah,CIN,TE,164.71,2020,TE1,164.71,,False
Devine,Ozigbo,JAX,RB,164.74,2020,RB3,116.74,124.54,False
Parris,Campbell,IND,WR,164.77,2020,WR3,66.2,158.54,False
Malcolm,Brown,LAR,RB,164.86,2020,RB3,50.42,147.62,False
Jamaal,Williams,GNB,RB,165.05,2020,RB3,13.43,146.99,False
Jaylen,Samuels,PIT,RB,166.62,2020,RB2,34.68,166.62,False
Bryan,Edwards,LVR,WR,169.28,2020,WR3,113.81,164.23,False
Darren,Fells,HOU,TE,169.69,2020,TE1,169.69,,False
Will,Dissly,SEA,TE,170.36,2020,TE1,170.36,,False
Alshon,Jeffery,PHI,WR,171.15,2020,WR3,138.38,148.79,False
Tee,Higgins,CIN,WR,171.41,2020,WR3,63.41,84.09,True
Benny,Snell,PIT,RB,171.52,2020,RB3,34.68,166.62,False
Joshua,Kelley,LAC,RB,171.61,2020,RB3,19.61,148.64,False
JD,McKissic,WAS,RB,172.0,2020,RB3,88.53,140.88,False
Cole,Beasley,BUF,WR,172.25,2020,WR3,59.65,127.34,False
Chase,Claypool,PIT,WR,172.55,2020,WR3,36.95,114.92,False
Tyler,Eifert,JAX,TE,173.69,2020,TE1,173.69,,False
Anthony,McFarland,PIT,RB,173.7,2020,RB4,34.68,166.62,False
Irv,Smith Jr,MIN,TE,174.36,2020,TE2,151.93,174.36,False
Corey,Davis,TEN,WR,175.49,2020,WR2,44.86,175.49,False
Randall,Cobb,HOU,WR,175.52,2020,WR3,84.53,88.42,True
Chris,Conley,JAX,WR,175.66,2020,WR2,65.51,175.66,False
Josh,Reynolds,LAR,WR,178.05,2020,WR3,40.4,53.68,True
Jimmy,Graham,CHI,TE,179.02,2020,TE1,179.02,,False
Jerick,McKinnon,SFO,RB,180.46,2020,RB3,35.01,122.42,False
Laviska,Shenault,JAX,WR,180.54,2020,WR3,65.51,175.66,False
Darrynton,Evans,TEN,RB,180.76,2020,RB2,5.64,180.76,False
DeAndre,Washington,MIA,RB,181.27,2020,RB2,126.34,181.27,False
Antonio,Brown,TAM,WR,181.87,2020,WR3,26.56,27.58,True
Dede,Westbrook,JAX,WR,182.48,2020,WR4,65.51,175.66,False
James,Washington,PIT,WR,182.56,2020,WR4,36.95,114.92,False
Darwin,Thompson,KAN,RB,183.78,2020,RB4,10.64,45.04,False
Marquez,ValdesScantling,GNB,WR,183.87,2020,WR3,13.59,147.44,False
Rashaad,Penny,SEA,RB,184.2,2020,RB3,36.35,161.59,False
Brian,Hill,ATL,RB,184.8,2020,RB2,28.38,184.8,False
Frank,Gore,NYJ,RB,184.85,2020,RB1,184.85,,False
Rex,Burkhead,NWE,RB,184.98,2020,RB4,89.72,108.89,False
Steven,Sims,WAS,WR,187.41,2020,WR2,64.36,187.41,False
Denzel,Mims,NYJ,WR,187.45,2020,WR3,129.21,146.33,False
Gus,Edwards,BAL,RB,188.86,2020,RB2,82.23,188.86,False
Giovani,Bernard,CIN,RB,189.14,2020,RB2,18.35,189.14,False
Gerald,Everett,LAR,TE,190.05,2020,TE2,104.24,190.05,False
Jalen,Richard,LVR,RB,198.62,2020,RB2,15.33,198.62,False
Ito,Smith,ATL,RB,205.37,2020,RB3,28.38,184.8,False
Christian,McCaffrey,CAR,RB,1.68,2021,RB1,1.68,155.1,False
Dalvin,Cook,MIN,RB,3.06,2021,RB1,3.06,142.96,False
Derrick,Henry,TEN,RB,3.36,2021,RB1,3.36,177.98,False
Alvin,Kamara,NOR,RB,4.67,2021,RB1,4.67,133.32,False
Ezekiel,Elliott,DAL,RB,8.42,2021,RB1,8.42,132.64,False
Nick,Chubb,CLE,RB,8.66,2021,RB1,8.66,57.07,False
Aaron,Jones,GNB,RB,8.85,2021,RB1,8.85,110.37,False
Davante,Adams,GNB,WR,9.23,2021,WR1,9.23,147.72,False
Tyreek,Hill,KAN,WR,10.06,2021,WR1,10.06,124.35,False
Jonathan,Taylor,IND,RB,12.19,2021,RB1,12.19,134.64,False
Saquon,Barkley,NYG,RB,12.79,2021,RB1,12.79,169.09,False
Travis,Kelce,KAN,TE,14.54,2021,TE1,14.54,,False
Stefon,Diggs,BUF,WR,15.98,2021,WR1,15.98,114.71,False
Austin,Ekeler,LAC,RB,16.79,2021,RB1,16.79,166.33,False
Najee,Harris,PIT,RB,17.87,2021,RB1,17.87,194.07,False
DK,Metcalf,SEA,WR,18.06,2021,WR1,18.06,58.1,False
DeAndre,Hopkins,ARI,WR,21.01,2021,WR1,21.01,155.86,False
Antonio,Gibson,WAS,RB,22.4,2021,RB1,22.4,131.39,False
Joe,Mixon,CIN,RB,23.12,2021,RB1,23.12,190.71,False
Clyde,EdwardsHelaire,KAN,RB,26.13,2021,RB1,26.13,166.91,False
Justin,Jefferson,MIN,WR,28.46,2021,WR1,28.46,45.95,True
AJ,Brown,TEN,WR,29.09,2021,WR1,29.09,46.96,True
Keenan,Allen,LAC,WR,29.9,2021,WR1,29.9,122.93,False
Mike,Evans,TAM,WR,30.14,2021,WR1,30.14,40.52,True
Chris,Carson,SEA,RB,30.72,2021,RB1,30.72,163.63,False
Darren,Waller,LVR,TE,31.39,2021,TE1,31.39,,False
Josh,Jacobs,LVR,RB,32.11,2021,RB1,32.11,119.55,False
David,Montgomery,CHI,RB,35.63,2021,RB1,35.63,175.18,False
George,Kittle,SFO,TE,37.15,2021,TE1,37.15,,False
Miles,Sanders,PHI,RB,38.62,2021,RB1,38.62,172.62,False
Terry,McLaurin,WAS,WR,38.73,2021,WR1,38.73,133.83,False
James,Robinson,JAX,RB,38.84,2021,RB1,38.84,94.01,True
Chris,Godwin,TAM,WR,40.52,2021,WR2,30.14,40.52,True
CeeDee,Lamb,DAL,WR,42.01,2021,WR1,42.01,50.26,True
Allen,Robinson,CHI,WR,43.17,2021,WR1,43.17,142.66,False
Adam,Thielen,MIN,WR,45.95,2021,WR2,28.46,45.95,True
Julio,Jones,TEN,WR,46.96,2021,WR2,29.09,46.96,True
Myles,Gaskin,MIA,RB,48.32,2021,RB1,48.32,134.69,False
DAndre,Swift,DET,RB,49.35,2021,RB1,49.35,120.12,False
Amari,Cooper,DAL,WR,50.26,2021,WR2,42.01,50.26,True
JK,Dobbins,BAL,RB,52.32,2021,RB1,52.32,60.19,True
Raheem,Mostert,SFO,RB,55.65,2021,RB1,55.65,87.01,True
Kareem,Hunt,CLE,RB,57.07,2021,RB2,8.66,57.07,False
Mark,Andrews,BAL,TE,57.2,2021,TE1,57.2,,False
DJ,Moore,CAR,WR,57.87,2021,WR1,57.87,93.74,True
Kyle,Pitts,ATL,TE,57.98,2021,TE1,57.98,,False
Tyler,Lockett,SEA,WR,58.1,2021,WR2,18.06,58.1,False
Cooper,Kupp,LAR,WR,58.18,2021,WR1,58.18,71.48,True
Chase,Edmonds,ARI,RB,59.44,2021,RB1,59.44,101.99,True
Mike,Davis,ATL,RB,59.64,2021,RB1,59.64,,False
Gus,Edwards,BAL,RB,60.19,2021,RB2,52.32,60.19,True
Diontae,Johnson,PIT,WR,63.34,2021,WR1,63.34,71.94,True
Damien,Harris,NWE,RB,65.19,2021,RB1,65.19,144.4,False
Darrell,Henderson,LAR,RB,65.46,2021,RB1,65.46,104.11,True
Leonard,Fournette,TAM,RB,70.13,2021,RB1,70.13,86.41,True
Melvin,Gordon,DEN,RB,70.99,2021,RB1,70.99,72.25,True
Brandon,Aiyuk,SFO,WR,71.4,2021,WR1,71.4,96.55,True
Odell,Beckham,LAR,WR,71.48,2021,WR2,58.18,71.48,True
JuJu,SmithSchuster,PIT,WR,71.94,2021,WR2,63.34,71.94,True
Javonte,Williams,DEN,RB,72.25,2021,RB2,70.99,72.25,True
JaMarr,Chase,CIN,WR,73.36,2021,WR1,73.36,78.46,True
Chase,Claypool,PIT,WR,75.27,2021,WR3,63.34,71.94,True
TJ,Hockenson,DET,TE,76.37,2021,TE1,76.37,,False
Tee,Higgins,CIN,WR,78.46,2021,WR2,73.36,78.46,True
Michael,Thomas,NOR,WR,80.92,2021,WR1,80.92,115.21,False
Courtland,Sutton,DEN,WR,81.51,2021,WR1,81.51,86.34,True
Brandin,Cooks,HOU,WR,83.8,2021,WR1,83.8,,False
Robert,Tonyan,GNB,TE,84.47,2021,TE1,84.47,,False
Kenny,Golladay,NYG,WR,85.2,2021,WR1,85.2,132.73,False
Jerry,Jeudy,DEN,WR,86.34,2021,WR2,81.51,86.34,True
Ronald,Jones,TAM,RB,86.41,2021,RB2,70.13,86.41,True
Trey,Sermon,SFO,RB,87.01,2021,RB2,55.65,87.01,True
Logan,Thomas,WAS,TE,89.73,2021,TE1,89.73,,False
Robby,Anderson,CAR,WR,93.74,2021,WR2,57.87,93.74,True
Travis,Etienne,JAX,RB,94.01,2021,RB2,38.84,94.01,True
Tyler,Boyd,CIN,WR,95.19,2021,WR3,73.36,78.46,True
Deebo,Samuel,SFO,WR,96.55,2021,WR2,71.4,96.55,True
Jarvis,Landry,CLE,WR,98.29,2021,WR1,98.29,,False
James,Conner,ARI,RB,101.99,2021,RB2,59.44,101.99,True
Corey,Davis,NYJ,WR,102.37,2021,WR1,102.37,157.2,False
DeVonta,Smith,PHI,WR,103.45,2021,WR1,103.45,160.9,False
Sony,Michel,LAR,RB,104.11,2021,RB2,65.46,104.11,True
Devin,Singletary,BUF,RB,104.36,2021,RB1,104.36,104.99,True
Zack,Moss,BUF,RB,104.99,2021,RB2,104.36,104.99,True
DJ,Chark,JAX,WR,106.99,2021,WR1,106.99,112.5,False
Noah,Fant,DEN,TE,108.83,2021,TE1,108.83,,False
Michael,Carter,NYJ,RB,109.36,2021,RB1,109.36,144.97,False
Mike,Gesicki,MIA,TE,109.55,2021,TE1,109.55,,False
AJ,Dillon,GNB,RB,110.37,2021,RB2,8.85,110.37,False
Dallas,Goedert,PHI,TE,111.67,2021,TE1,111.67,,False
Laviska,Shenault,JAX,WR,112.5,2021,WR2,106.99,112.5,False
Rob,Gronkowski,TAM,TE,112.92,2021,TE1,112.92,178.01,False
Jared,Cook,LAC,TE,113.32,2021,TE1,113.32,,False
Cole,Beasley,BUF,WR,114.71,2021,WR2,15.98,114.71,False
Marquez,Callaway,NOR,WR,115.21,2021,WR2,80.92,115.21,False
Marquise,Brown,BAL,WR,119.29,2021,WR1,119.29,167.05,False
Michael,Gallup,DAL,WR,119.4,2021,WR3,42.01,50.26,True
Kenyan,Drake,LVR,RB,119.55,2021,RB2,32.11,119.55,False
Jamaal,Williams,DET,RB,120.12,2021,RB2,49.35,120.12,False
Michael,Pittman,IND,WR,120.57,2021,WR1,120.57,148.77,False
Will,Fuller,MIA,WR,121.98,2021,WR1,121.98,125.09,False
Jonnu,Smith,NWE,TE,122.79,2021,TE1,122.79,144.2,False
Mike,Williams,LAC,WR,122.93,2021,WR2,29.9,122.93,False
Mecole,Hardman,KAN,WR,124.35,2021,WR2,10.06,124.35,False
Jaylen,Waddle,MIA,WR,125.09,2021,WR2,121.98,125.09,False
David,Johnson,HOU,RB,125.58,2021,RB1,125.58,,False
Marvin,Jones,JAX,WR,128.42,2021,WR3,106.99,112.5,False
Irv,Smith Jr,MIN,TE,128.79,2021,TE1,128.79,,False
Zach,Ertz,ARI,TE,129.05,2021,TE1,129.05,,False
JD,McKissic,WAS,RB,131.39,2021,RB2,22.4,131.39,False
Tony,Pollard,DAL,RB,132.64,2021,RB2,8.42,132.64,False
DeVante,Parker,MIA,WR,132.66,2021,WR3,121.98,125.09,False
Sterling,Shepard,NYG,WR,132.73,2021,WR2,85.2,132.73,False
Russell,Gage,ATL,WR,133.02,2021,WR1,133.02,,False
Mark,Ingram,NOR,RB,133.32,2021,RB2,4.67,133.32,False
Curtis,Samuel,WAS,WR,133.83,2021,WR2,38.73,133.83,False
Nyheim,Hines,IND,RB,134.64,2021,RB2,12.19,134.64,False
Phillip,Lindsay,MIA,RB,134.69,2021,RB2,48.32,134.69,False
Anthony,Firkser,TEN,TE,137.15,2021,TE1,137.15,,False
Nelson,Agholor,NWE,WR,139.96,2021,WR1,139.96,142.28,False
Latavius,Murray,BAL,RB,141.87,2021,RB3,52.32,60.19,True
Jakobi,Meyers,NWE,WR,142.28,2021,WR2,139.96,142.28,False
Darnell,Mooney,CHI,WR,142.66,2021,WR2,43.17,142.66,False
Alexander,Mattison,MIN,RB,142.96,2021,RB2,3.06,142.96,False
TySon,Williams,BAL,RB,144.17,2021,RB4,52.32,60.19,True
Hunter,Henry,NWE,TE,144.2,2021,TE2,122.79,144.2,False
James,White,NWE,RB,144.4,2021,RB2,65.19,144.4,False
Rhamondre,Stevenson,NWE,RB,144.59,2021,RB3,65.19,144.4,False
Tevin,Coleman,NYJ,RB,144.97,2021,RB2,109.36,144.97,False
Jeffery,Wilson,SFO,RB,145.61,2021,RB3,55.65,87.01,True
Evan,Engram,NYG,TE,145.83,2021,TE1,145.83,,False
Gabriel,Davis,BUF,WR,147.08,2021,WR3,15.98,114.71,False
Marquez,ValdesScantling,GNB,WR,147.72,2021,WR2,9.23,147.72,False
TY,Hilton,IND,WR,148.77,2021,WR2,120.57,148.77,False
Austin,Hooper,CLE,TE,152.25,2021,TE1,152.25,,False
Adam,Trautman,NOR,TE,153.8,2021,TE1,153.8,,False
Randall,Cobb,GNB,WR,155.04,2021,WR3,9.23,147.72,False
Chuba,Hubbard,CAR,RB,155.1,2021,RB2,1.68,155.1,False
Eric,Ebron,PIT,TE,155.1,2021,TE1,155.1,158.95,False
AJ,Green,ARI,WR,155.86,2021,WR2,21.01,155.86,False
Jamison,Crowder,NYJ,WR,157.2,2021,WR2,102.37,157.2,False
Pat,Freiermuth,PIT,TE,158.95,2021,TE2,155.1,158.95,False
Emmanuel,Sanders,BUF,WR,159.0,2021,WR4,15.98,114.71,False
Christian,Kirk,ARI,WR,159.3,2021,WR3,21.01,155.86,False
Rondale,Moore,ARI,WR,159.83,2021,WR4,21.01,155.86,False
TreQuan,Smith,NOR,WR,160.67,2021,WR3,80.92,115.21,False
Jalen,Reagor,PHI,WR,160.9,2021,WR2,103.45,160.9,False
Marlon,Mack,IND,RB,161.18,2021,RB3,12.19,134.64,False
Gerald,Everett,SEA,TE,161.22,2021,TE1,161.22,,False
Giovani,Bernard,TAM,RB,162.78,2021,RB3,70.13,86.41,True
Rashaad,Penny,SEA,RB,163.63,2021,RB2,30.72,163.63,False
Terrace,Marshall,CAR,WR,163.85,2021,WR3,57.87,93.74,True
Blake,Jarwin,DAL,TE,163.86,2021,TE1,163.86,,False
Jimmy,Graham,CHI,TE,164.22,2021,TE1,164.22,164.35,False
Cole,Kmet,CHI,TE,164.35,2021,TE2,164.22,164.35,False
Tony,Jones,NOR,RB,165.53,2021,RB3,4.67,133.32,False
Justin,Jackson,LAC,RB,166.33,2021,RB2,16.79,166.33,False
Darrel,Williams,KAN,RB,166.91,2021,RB2,26.13,166.91,False
Rashod,Bateman,BAL,WR,167.05,2021,WR2,119.29,167.05,False
Breshad,Perriman,TAM,WR,167.59,2021,WR3,30.14,40.52,True
Allen,Lazard,GNB,WR,168.99,2021,WR4,9.23,147.72,False
Devontae,Booker,NYG,RB,169.09,2021,RB2,12.79,169.09,False
Malcolm,Brown,MIA,RB,169.59,2021,RB3,48.32,134.69,False
