FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
Shane,Vereen,NYG,RB,113.86,2015,RB2,90.98,113.86,False
Tyler,Eifert,CIN,TE,114.05,2015,TE1,114.05,,False
Bishop,Sankey,TEN,RB,115.47,2015,RB1,115.47,133.65,False
Delanie,Walker,TEN,TE,115.89,2015,TE1,115.89,,False
Devin,Funchess,CAR,WR,118.09,2015,WR1,118.09,,False
Dwayne,Allen,IND,TE,120.14,2015,TE1,120.14,154.66,False
Duke,Johnson,CLE,RB,120.64,2015,RB2,95.13,120.64,False
Antonio,Gates,SDG,TE,121.01,2015,TE1,121.01,176.62,False
Owen,Daniels,DEN,TE,122.74,2015,TE1,122.74,143.63,False
Anquan,Boldin,SFO,WR,123.48,2015,WR2,104.08,123.48,False
DeVante,Parker,MIA,WR,123.74,2015,WR2,65.82,123.74,False
Charcandrick,West,KAN,RB,125.15,2015,RB2,8.63,125.15,False
Marques,Colston,NOR,WR,125.8,2015,WR2,33.28,125.8,False
Brandon,LaFell,NWE,WR,128.27,2015,WR2,54.37,128.27,False
Terrance,Williams,DAL,WR,131.11,2015,WR2,12.74,131.11,False
Kendall,Wright,TEN,WR,131.65,2015,WR1,131.65,144.79,False
Gary,Barnidge,CLE,TE,132.54,2015,TE1,132.54,,False
David,Cobb,TEN,RB,133.65,2015,RB2,115.47,133.65,False
Darren,Sproles,PHI,RB,134.32,2015,RB3,17.51,109.68,False
Breshad,Perriman,BAL,WR,135.71,2015,WR2,103.24,135.71,False
Markus,Wheaton,PIT,WR,136.33,2015,WR3,6.75,67.79,False
Josh,Hill,NOR,TE,138.51,2015,TE1,138.51,172.62,False
Kyle,Rudolph,MIN,TE,139.2,2015,TE1,139.2,,False
Pierre,Garcon,WAS,WR,139.99,2015,WR2,65.21,139.99,False
Danny,Woodhead,SDG,RB,140.25,2015,RB2,36.72,140.25,False
Knile,Davis,KAN,RB,140.49,2015,RB3,8.63,125.15,False
DeAngelo,Williams,PIT,RB,141.09,2015,RB2,5.62,141.09,False
David,Johnson,ARI,RB,142.99,2015,RB2,61.76,142.99,False
Vernon,Davis,DEN,TE,143.63,2015,TE2,122.74,143.63,False
Dorial,GreenBeckham,TEN,WR,144.79,2015,WR2,131.65,144.79,False
Tyler,Lockett,SEA,WR,145.04,2015,WR1,145.04,156.62,False
Eddie,Royal,CHI,WR,146.51,2015,WR2,29.5,146.51,False
Reggie,Bush,SFO,RB,146.66,2015,RB2,43.27,146.66,False
Brian,Quick,STL,WR,148.43,2015,WR1,148.43,177.53,False
Ronnie,Hillman,DEN,RB,151.04,2015,RB2,17.57,151.04,False
James,Jones,GNB,WR,151.35,2015,WR3,21.72,66.63,False
Jesse,James,PIT,TE,153.25,2015,TE1,153.25,168.74,False
Stevie,Johnson,SDG,WR,153.39,2015,WR2,50.91,153.39,False
Austin,SeferianJenkins,TAM,TE,153.95,2015,TE1,153.95,,False
Percy,Harvin,BUF,WR,154.46,2015,WR2,57.31,154.46,False
Phillip,Dorsett,IND,WR,154.54,2015,WR3,24.76,51.9,True
Coby,Fleener,IND,TE,154.66,2015,TE2,120.14,154.66,False
Michael,Crabtree,OAK,WR,154.88,2015,WR2,45.54,154.88,False
Andre,Williams,NYG,RB,155.45,2015,RB3,90.98,113.86,False
Doug,Baldwin,SEA,WR,156.62,2015,WR2,145.04,156.62,False
Matt,Jones,WAS,RB,156.72,2015,RB2,43.28,156.72,False
Ty,Montgomery,GNB,WR,157.5,2015,WR4,21.72,66.63,False
Chris,Johnson,ARI,RB,157.79,2015,RB3,61.76,142.99,False
Charles,Sims,TAM,RB,158.11,2015,RB2,65.77,158.11,False
Kenny,Stills,MIA,WR,158.48,2015,WR3,65.82,123.74,False
Charles,Clay,BUF,TE,159.58,2015,TE1,159.58,,False
Donte,Moncrief,IND,WR,159.77,2015,WR4,24.76,51.9,True
Eric,Ebron,DET,TE,160.79,2015,TE1,160.79,,False
Richard,Rodgers,GNB,TE,161.23,2015,TE1,161.23,,False
Jonas,Gray,JAX,RB,161.9,2015,RB2,63.38,161.9,False
Allen,Hurns,JAX,WR,163.03,2015,WR2,80.3,163.03,False
Marvin,Jones,CIN,WR,166.25,2015,WR2,20.41,166.25,False
Fred,Jackson,SEA,RB,167.44,2015,RB2,10.9,167.44,False
Larry,Donnell,NYG,TE,168.12,2015,TE1,168.12,,False
Heath,Miller,PIT,TE,168.74,2015,TE2,153.25,168.74,False
Cody,Latimer,DEN,WR,168.94,2015,WR3,13.46,37.27,False
Maxx,Williams,BAL,TE,169.69,2015,TE1,169.69,,False
Jeremy,Langford,CHI,RB,169.79,2015,RB2,19.12,169.79,False
James,Starks,GNB,RB,170.67,2015,RB2,6.92,170.67,False
Jaelen,Strong,HOU,WR,170.88,2015,WR2,35.4,170.88,False
Ben,Watson,NOR,TE,172.62,2015,TE2,138.51,172.62,False
Jordan,Reed,WAS,TE,172.72,2015,TE1,172.72,,False
Brandon,Coleman,NOR,WR,174.69,2015,WR3,33.28,125.8,False
Jay,Ajayi,MIA,RB,174.8,2015,RB2,32.82,174.8,False
Denard,Robinson,JAX,RB,174.92,2015,RB3,63.38,161.9,False
Cordarrelle,Patterson,MIN,WR,175.5,2015,WR3,85.29,95.01,True
Rueben,Randle,NYG,WR,175.67,2015,WR3,8.39,94.58,False
Roy,Helu,OAK,RB,176.4,2015,RB2,44.47,176.4,False
Ladarius,Green,SDG,TE,176.62,2015,TE2,121.01,176.62,False
Tavon,Austin,STL,WR,177.53,2015,WR2,148.43,177.53,False
Javorius,Allen,BAL,RB,178.93,2015,RB2,31.56,178.93,False
Travis,Benjamin,CLE,WR,179.55,2015,WR1,179.55,192.08,False
Malcom,Floyd,SDG,WR,181.03,2015,WR3,50.91,153.39,False
Danny,Amendola,NWE,WR,181.27,2015,WR3,54.37,128.27,False
Jerick,McKinnon,MIN,RB,181.75,2015,RB2,5.53,181.75,False
Cameron,ArtisPayne,CAR,RB,184.23,2015,RB2,59.31,184.23,False
Terrance,West,BAL,RB,184.24,2015,RB3,31.56,178.93,False
Kenny,Britt,STL,WR,186.58,2015,WR3,148.43,177.53,False
Kamar,Aiken,BAL,WR,191.77,2015,WR3,103.24,135.71,False
Dwayne,Bowe,CLE,WR,192.08,2015,WR2,179.55,192.08,False
Christine,Michael,SEA,RB,193.29,2015,RB3,10.9,167.44,False
Dan,Herron,IND,RB,194.0,2015,RB2,38.89,194.0,False
Jared,Cook,STL,TE,195.3,2015,TE1,195.3,,False
Scott,Chandler,NWE,TE,196.33,2015,TE2,15.89,196.33,False
Mohamed,Sanu,CIN,WR,196.44,2015,WR3,20.41,166.25,False
Cecil,Shorts,HOU,WR,199.96,2015,WR3,35.4,170.88,False
Cole,Beasley,DAL,WR,200.0,2015,WR3,12.74,131.11,False
James,White,NWE,RB,200.06,2015,RB2,73.99,200.06,False
Clive,Walford,OAK,TE,200.23,2015,TE1,200.23,323.5,False
Zach,Zenner,DET,RB,200.62,2015,RB3,56.13,90.28,True
Virgil,Green,DEN,TE,201.0,2015,TE3,122.74,143.63,False
Stefon,Diggs,MIN,WR,201.89,2015,WR4,85.29,95.01,True
Khiry,Robinson,NOR,RB,203.74,2015,RB3,35.65,76.52,True
Jeff,Janis,GNB,WR,206.66,2015,WR5,21.72,66.63,False
Lorenzo,Taliaferro,BAL,RB,210.5,2015,RB4,31.56,178.93,False
Sammie,Coates,PIT,WR,210.5,2015,WR4,6.75,67.79,False
Dion,Lewis,NWE,RB,211.44,2015,RB3,73.99,200.06,False
Branden,Oliver,SDG,RB,214.0,2015,RB3,36.72,140.25,False
Chris,Polk,HOU,RB,220.1,2015,RB3,69.74,101.97,True
Stedman,Bailey,STL,WR,221.13,2015,WR4,148.43,177.53,False
Mike,Davis,SFO,RB,221.22,2015,RB3,43.27,146.66,False
Lance,Dunbar,DAL,RB,224.94,2015,RB2,108.6,224.94,False
Stevan,Ridley,NYJ,RB,227.75,2015,RB2,76.4,227.75,False
Justin,Hardy,ATL,WR,230.94,2015,WR3,14.01,98.92,False
Matt,Asiata,MIN,RB,231.13,2015,RB3,5.53,181.75,False
Jermaine,Kearse,SEA,WR,241.2,2015,WR3,145.04,156.62,False
Chris,Conley,KAN,WR,247.38,2015,WR2,60.32,247.38,False
Leonard,Hankerson,BUF,WR,247.92,2015,WR3,57.31,154.46,False
Jace,Amaro,NYJ,TE,250.85,2015,TE1,250.85,,False
Devin,Smith,NYJ,WR,254.0,2015,WR3,60.65,112.65,False
Robert,Turbin,DAL,RB,255.0,2015,RB3,108.6,224.94,False
Karlos,Williams,BUF,RB,255.41,2015,RB2,22.8,255.41,False
Justin,Hunter,TEN,WR,256.44,2015,WR3,131.65,144.79,False
Jarryd,Hayne,SFO,RB,265.0,2015,RB4,43.27,146.66,False
Damien,Williams,MIA,RB,273.0,2015,RB3,32.82,174.8,False
Marqise,Lee,JAX,WR,281.23,2015,WR3,80.3,163.03,False
Marquess,Wilson,CHI,WR,283.9,2015,WR3,29.5,146.51,False
KaDeem,Carey,CHI,RB,284.25,2015,RB3,19.12,169.79,False
Robert,Woods,BUF,WR,312.6,2015,WR4,57.31,154.46,False
Theo,Riddick,DET,RB,317.22,2015,RB4,56.13,90.28,True
Mychal,Rivera,OAK,TE,323.5,2015,TE2,200.23,323.5,False
Josh,Huff,PHI,WR,335.5,2015,WR3,40.36,76.35,True
Brent,Celek,PHI,TE,348.78,2015,TE2,107.95,348.78,False
Antonio,Brown,PIT,WR,1.81,2016,WR1,1.81,129.11,False
Odell,Beckham,NYG,WR,4.01,2016,WR1,4.01,102.76,False
Todd,Gurley,LAR,RB,4.16,2016,RB1,4.16,188.36,False
Julio,Jones,ATL,WR,5.83,2016,WR1,5.83,154.18,False
Adrian,Peterson,MIN,RB,6.42,2016,RB1,6.42,158.09,False
David,Johnson,ARI,RB,6.46,2016,RB1,6.46,165.76,False
Ezekiel,Elliott,DAL,RB,7.27,2016,RB1,7.27,144.8,False
DeAndre,Hopkins,HOU,WR,10.89,2016,WR1,10.89,154.56,False
AJ,Green,CIN,WR,11.54,2016,WR1,11.54,154.05,False
LeVeon,Bell,PIT,RB,12.77,2016,RB1,12.77,82.15,False
Lamar,Miller,HOU,RB,13.18,2016,RB1,13.18,189.43,False
Devonta,Freeman,ATL,RB,16.41,2016,RB1,16.41,133.9,False
Dez,Bryant,DAL,WR,16.92,2016,WR1,16.92,177.71,False
Allen,Robinson,JAX,WR,16.94,2016,WR1,16.94,79.86,False
Jamaal,Charles,KAN,RB,17.85,2016,RB1,17.85,142.68,False
Eddie,Lacy,GNB,RB,20.58,2016,RB1,20.58,127.78,False
Jordy,Nelson,GNB,WR,22.36,2016,WR1,22.36,42.09,False
Brandon,Marshall,NYJ,WR,23.26,2016,WR1,23.26,62.66,False
Mike,Evans,TAM,WR,25.08,2016,WR1,25.08,131.6,False
Mark,Ingram,NOR,RB,25.44,2016,RB1,25.44,188.48,False
Amari,Cooper,OAK,WR,25.65,2016,WR1,25.65,98.49,True
LeSean,McCoy,BUF,RB,26.32,2016,RB1,26.32,209.86,False
Keenan,Allen,SDG,WR,29.01,2016,WR1,29.01,133.14,False
Alshon,Jeffery,CHI,WR,30.92,2016,WR1,30.92,106.03,True
Brandin,Cooks,NOR,WR,32.62,2016,WR1,32.62,119.13,False
TY,Hilton,IND,WR,32.99,2016,WR1,32.99,58.7,True
CJ,Anderson,DEN,RB,34.31,2016,RB1,34.31,103.73,True
Thomas,Rawls,SEA,RB,35.96,2016,RB1,35.96,164.18,False
Sammy,Watkins,BUF,WR,36.05,2016,WR1,36.05,206.54,False
Demaryius,Thomas,DEN,WR,39.31,2016,WR1,39.31,81.54,True
Latavius,Murray,OAK,RB,40.32,2016,RB1,40.32,146.16,False
Randall,Cobb,GNB,WR,42.09,2016,WR2,22.36,42.09,False
Jordan,Reed,WAS,TE,42.15,2016,TE1,42.15,,False
Matt,Forte,NYJ,RB,42.55,2016,RB1,42.55,142.48,False
Carlos,Hyde,SFO,RB,43.08,2016,RB1,43.08,200.49,False
DeMarco,Murray,TEN,RB,43.72,2016,RB1,43.72,92.16,True
Kelvin,Benjamin,CAR,WR,45.99,2016,WR1,45.99,125.37,False
Jarvis,Landry,MIA,WR,46.86,2016,WR1,46.86,90.88,True
Jeremy,Hill,CIN,RB,48.06,2016,RB1,48.06,78.69,True
Greg,Olsen,CAR,TE,48.29,2016,TE1,48.29,,False
Doug,Baldwin,SEA,WR,52.21,2016,WR1,52.21,83.7,True
Julian,Edelman,NWE,WR,52.45,2016,WR1,52.45,62.45,True
Jeremy,Langford,CHI,RB,54.83,2016,RB1,54.83,172.03,False
Jeremy,Maclin,KAN,WR,55.14,2016,WR1,55.14,,False
Jonathan,Stewart,CAR,RB,56.59,2016,RB1,56.59,188.46,False
Donte,Moncrief,IND,WR,58.7,2016,WR2,32.99,58.7,True
Golden,Tate,DET,WR,59.32,2016,WR1,59.32,89.98,True
Michael,Floyd,NWE,WR,62.45,2016,WR2,52.45,62.45,True
Eric,Decker,NYJ,WR,62.66,2016,WR2,23.26,62.66,False
Travis,Kelce,KAN,TE,63.62,2016,TE1,63.62,,False
Ryan,Mathews,PHI,RB,64.72,2016,RB1,64.72,143.6,False
Melvin,Gordon,SDG,RB,64.93,2016,RB1,64.93,91.12,True
Larry,Fitzgerald,ARI,WR,69.1,2016,WR1,69.1,87.34,True
Matt,Jones,WAS,RB,71.48,2016,RB1,71.48,196.48,False
Delanie,Walker,TEN,TE,74.53,2016,TE1,74.53,,False
Coby,Fleener,NOR,TE,78.6,2016,TE1,78.6,,False
Giovani,Bernard,CIN,RB,78.69,2016,RB2,48.06,78.69,True
Duke,Johnson,CLE,RB,79.09,2016,RB1,79.09,115.87,False
Jordan,Matthews,PHI,WR,79.13,2016,WR1,79.13,160.26,False
Allen,Hurns,JAX,WR,79.86,2016,WR2,16.94,79.86,False
Frank,Gore,IND,RB,80.93,2016,RB1,80.93,197.86,False
Emmanuel,Sanders,DEN,WR,81.54,2016,WR2,39.31,81.54,True
DeAngelo,Williams,PIT,RB,82.15,2016,RB2,12.77,82.15,False
Tyler,Lockett,SEA,WR,83.7,2016,WR2,52.21,83.7,True
Ameer,Abdullah,DET,RB,86.66,2016,RB1,86.66,137.33,False
John,Brown,ARI,WR,87.34,2016,WR2,69.1,87.34,True
DeSean,Jackson,WAS,WR,89.34,2016,WR1,89.34,170.35,False
Marvin,Jones,DET,WR,89.98,2016,WR2,59.32,89.98,True
DeVante,Parker,MIA,WR,90.88,2016,WR2,46.86,90.88,True
Danny,Woodhead,SDG,RB,91.12,2016,RB2,64.93,91.12,True
Tyler,Eifert,CIN,TE,91.35,2016,TE1,91.35,,False
Rashad,Jennings,NYG,RB,91.4,2016,RB1,91.4,174.11,False
Derrick,Henry,TEN,RB,92.16,2016,RB2,43.72,92.16,True
Gary,Barnidge,CLE,TE,94.33,2016,TE1,94.33,,False
Chris,Ivory,JAX,RB,97.01,2016,RB1,97.01,97.06,True
TJ,Yeldon,JAX,RB,97.06,2016,RB2,97.01,97.06,True
Michael,Crabtree,OAK,WR,98.49,2016,WR2,25.65,98.49,True
Julius,Thomas,JAX,TE,98.67,2016,TE1,98.67,,False
Sterling,Shepard,NYG,WR,102.76,2016,WR2,4.01,102.76,False
Justin,Forsett,DEN,RB,103.73,2016,RB2,34.31,103.73,True
Zach,Ertz,PHI,TE,103.88,2016,TE1,103.88,,False
Dion,Lewis,NWE,RB,104.48,2016,RB1,104.48,106.06,True
Kevin,White,CHI,WR,106.03,2016,WR2,30.92,106.03,True
LeGarrette,Blount,NWE,RB,106.06,2016,RB2,104.48,106.06,True
Jay,Ajayi,MIA,RB,109.63,2016,RB1,109.63,,False
Antonio,Gates,SDG,TE,110.16,2016,TE1,110.16,178.0,False
Stefon,Diggs,MIN,WR,111.1,2016,WR1,111.1,136.76,False
Jimmy,Graham,SEA,TE,111.17,2016,TE1,111.17,,False
Tavon,Austin,LAR,WR,115.8,2016,WR1,115.8,202.86,False
Isaiah,Crowell,CLE,RB,115.87,2016,RB2,79.09,115.87,False
Willie,Snead,NOR,WR,119.13,2016,WR2,32.62,119.13,False
Charles,Sims,TAM,RB,122.73,2016,RB1,122.73,,False
Corey,Coleman,CLE,WR,122.78,2016,WR1,122.78,174.23,False
Martellus,Bennett,NWE,TE,123.2,2016,TE1,123.2,,False
Devin,Funchess,CAR,WR,125.37,2016,WR2,45.99,125.37,False
Dwayne,Allen,IND,TE,126.17,2016,TE1,126.17,,False
Christine,Michael,GNB,RB,127.78,2016,RB2,20.58,127.78,False
Markus,Wheaton,PIT,WR,129.11,2016,WR2,1.81,129.11,False
Jason,Witten,DAL,TE,131.07,2016,TE1,131.07,,False
Vincent,Jackson,TAM,WR,131.6,2016,WR2,25.08,131.6,False
Michael,Thomas,NOR,WR,132.55,2016,WR3,32.62,119.13,False
Torrey,Smith,SFO,WR,132.92,2016,WR1,132.92,189.07,False
Travis,Benjamin,SDG,WR,133.14,2016,WR2,29.01,133.14,False
Tevin,Coleman,ATL,RB,133.9,2016,RB2,16.41,133.9,False
Laquon,Treadwell,MIN,WR,136.76,2016,WR2,111.1,136.76,False
Theo,Riddick,DET,RB,137.33,2016,RB2,86.66,137.33,False
Jared,Cook,GNB,TE,137.93,2016,TE1,137.93,175.35,False
Devontae,Booker,DEN,RB,141.8,2016,RB3,34.31,103.73,True
Bilal,Powell,NYJ,RB,142.48,2016,RB2,42.55,142.48,False
Spencer,Ware,KAN,RB,142.68,2016,RB2,17.85,142.68,False
Darren,Sproles,PHI,RB,143.6,2016,RB2,64.72,143.6,False
James,White,NWE,RB,144.61,2016,RB3,104.48,106.06,True
Alfred,Morris,DAL,RB,144.8,2016,RB2,7.27,144.8,False
Kamar,Aiken,BAL,WR,145.4,2016,WR1,145.4,163.66,False
DeAndre,Washington,OAK,RB,146.16,2016,RB2,40.32,146.16,False
Ladarius,Green,PIT,TE,147.73,2016,TE1,147.73,196.42,False
Zach,Miller,CHI,TE,149.54,2016,TE1,149.54,,False
Eric,Ebron,DET,TE,149.79,2016,TE1,149.79,,False
James,Starks,GNB,RB,151.57,2016,RB3,20.58,127.78,False
Tyler,Boyd,CIN,WR,154.05,2016,WR2,11.54,154.05,False
Mohamed,Sanu,ATL,WR,154.18,2016,WR2,5.83,154.18,False
Tajae,Sharpe,TEN,WR,154.25,2016,WR1,154.25,158.15,False
Will,Fuller,HOU,WR,154.56,2016,WR2,10.89,154.56,False
Jerick,McKinnon,MIN,RB,158.09,2016,RB2,6.42,158.09,False
Rishard,Matthews,TEN,WR,158.15,2016,WR2,154.25,158.15,False
Sammie,Coates,PIT,WR,158.84,2016,WR3,1.81,129.11,False
Phillip,Dorsett,IND,WR,160.16,2016,WR3,32.99,58.7,True
Dorial,GreenBeckham,PHI,WR,160.26,2016,WR2,79.13,160.26,False
Ted,Ginn Jr,CAR,WR,160.77,2016,WR3,45.99,125.37,False
Victor,Cruz,NYG,WR,161.39,2016,WR3,4.01,102.76,False
Mike,Wallace,BAL,WR,163.66,2016,WR2,145.4,163.66,False
Kenneth,Dixon,BAL,RB,163.7,2016,RB1,163.7,175.08,False
CJ,Prosise,SEA,RB,164.18,2016,RB2,35.96,164.18,False
Kyle,Rudolph,MIN,TE,165.61,2016,TE1,165.61,,False
Chris,Johnson,ARI,RB,165.76,2016,RB2,6.46,165.76,False
Charles,Clay,BUF,TE,166.89,2016,TE1,166.89,,False
Chris,Hogan,NWE,WR,168.49,2016,WR3,52.45,62.45,True
Ronnie,Hillman,SDG,RB,170.15,2016,RB3,64.93,91.12,True
Pierre,Garcon,WAS,WR,170.35,2016,WR2,89.34,170.35,False
Charcandrick,West,KAN,RB,170.43,2016,RB3,17.85,142.68,False
Darren,McFadden,DAL,RB,170.81,2016,RB3,7.27,144.8,False
Austin,SeferianJenkins,NYJ,TE,171.63,2016,TE1,171.63,,False
Jordan,Howard,CHI,RB,172.03,2016,RB2,54.83,172.03,False
Davante,Adams,GNB,WR,172.53,2016,WR3,22.36,42.09,False
Paul,Perkins,NYG,RB,174.11,2016,RB2,91.4,174.11,False
Terrelle,Pryor,CLE,WR,174.23,2016,WR2,122.78,174.23,False
Josh,Doctson,WAS,WR,174.6,2016,WR3,89.34,170.35,False
Terrance,West,BAL,RB,175.08,2016,RB2,163.7,175.08,False
Richard,Rodgers,GNB,TE,175.35,2016,TE2,137.93,175.35,False
Karlos,Williams,PIT,RB,176.02,2016,RB3,12.77,82.15,False
Javorius,Allen,BAL,RB,176.3,2016,RB3,163.7,175.08,False
Jordan,Cameron,MIA,TE,176.69,2016,TE1,176.69,,False
Shane,Vereen,NYG,RB,177.63,2016,RB3,91.4,174.11,False
Terrance,Williams,DAL,WR,177.71,2016,WR2,16.92,177.71,False
Hunter,Henry,SDG,TE,178.0,2016,TE2,110.16,178.0,False
Clive,Walford,OAK,TE,178.96,2016,TE1,178.96,,False
Anquan,Boldin,DET,WR,179.25,2016,WR3,59.32,89.98,True
Virgil,Green,DEN,TE,179.99,2016,TE1,179.99,,False
Ben,Watson,BAL,TE,180.33,2016,TE1,180.33,,False
Kenny,Stills,MIA,WR,183.8,2016,WR3,46.86,90.88,True
Breshad,Perriman,BAL,WR,184.29,2016,WR3,145.4,163.66,False
Will,Tye,NYG,TE,187.39,2016,TE1,187.39,,False
Nelson,Agholor,PHI,WR,188.03,2016,WR3,79.13,160.26,False
Benny,Cunningham,LAR,RB,188.36,2016,RB2,4.16,188.36,False
Cameron,ArtisPayne,CAR,RB,188.46,2016,RB2,56.59,188.46,False
Tim,Hightower,NOR,RB,188.48,2016,RB2,25.44,188.48,False
Bruce,Ellington,SFO,WR,189.07,2016,WR2,132.92,189.07,False
Alfred,Blue,HOU,RB,189.43,2016,RB2,13.18,189.43,False
Vance,McDonald,SFO,TE,189.83,2016,TE1,189.83,,False
Braxton,Miller,HOU,WR,190.36,2016,WR3,10.89,154.56,False
Wendell,Smallwood,PHI,RB,190.49,2016,RB3,64.72,143.6,False
Andre,Ellington,ARI,RB,195.81,2016,RB3,6.46,165.76,False
Kendall,Wright,TEN,WR,196.08,2016,WR3,154.25,158.15,False
Jesse,James,PIT,TE,196.42,2016,TE2,147.73,196.42,False
Chris,Thompson,WAS,RB,196.48,2016,RB2,71.48,196.48,False
Kenjon,Barner,PHI,RB,197.31,2016,RB4,64.72,143.6,False
Josh,Ferguson,IND,RB,197.86,2016,RB2,80.93,197.86,False
Rob,Kelley,WAS,RB,199.83,2016,RB3,71.48,196.48,False
Danny,Amendola,NWE,WR,200.14,2016,WR4,52.45,62.45,True
Shaun,Draughn,SFO,RB,200.49,2016,RB2,43.08,200.49,False
Kenny,Britt,LAR,WR,202.86,2016,WR2,115.8,202.86,False
Robert,Woods,BUF,WR,206.54,2016,WR2,36.05,206.54,False
Eli,Rogers,PIT,WR,208.88,2016,WR4,1.81,129.11,False
Reggie,Bush,BUF,RB,209.86,2016,RB2,26.32,209.86,False
Jermaine,Kearse,SEA,WR,215.11,2016,WR3,52.21,83.7,True
LeVeon,Bell,PIT,RB,2.53,2017,RB1,2.53,,False
Antonio,Brown,PIT,WR,4.19,2017,WR1,4.19,63.0,False
Julio,Jones,ATL,WR,6.31,2017,WR1,6.31,152.52,False
LeSean,McCoy,BUF,RB,8.55,2017,RB1,8.55,,False
Devonta,Freeman,ATL,RB,9.26,2017,RB1,9.26,77.07,False
Mike,Evans,TAM,WR,10.66,2017,WR1,10.66,92.13,False
Melvin,Gordon,LAC,RB,11.62,2017,RB1,11.62,,False
AJ,Green,CIN,WR,13.59,2017,WR1,13.59,193.04,False
Jordy,Nelson,GNB,WR,14.07,2017,WR1,14.07,45.18,False
Jay,Ajayi,PHI,RB,16.72,2017,RB1,16.72,82.31,False
Jordan,Howard,CHI,RB,17.93,2017,RB1,17.93,178.85,False
DeMarco,Murray,TEN,RB,18.56,2017,RB1,18.56,88.25,False
Ezekiel,Elliott,DAL,RB,19.0,2017,RB1,19.0,176.41,False
Michael,Thomas,NOR,WR,20.14,2017,WR1,20.14,89.19,False
Rob,Gronkowski,NWE,TE,20.63,2017,TE1,20.63,179.16,False
Todd,Gurley,LAR,RB,21.08,2017,RB1,21.08,,False
Dez,Bryant,DAL,WR,22.11,2017,WR1,22.11,154.99,False
Amari,Cooper,OAK,WR,22.5,2017,WR1,22.5,53.01,False
Leonard,Fournette,JAX,RB,24.71,2017,RB1,24.71,188.74,False
Brandin,Cooks,NWE,WR,25.61,2017,WR1,25.61,109.16,False
TY,Hilton,IND,WR,29.21,2017,WR1,29.21,105.93,True
Christian,McCaffrey,CAR,RB,29.3,2017,RB1,29.3,118.81,False
Doug,Baldwin,SEA,WR,30.91,2017,WR1,30.91,161.1,False
Lamar,Miller,HOU,RB,31.33,2017,RB1,31.33,,False
Marshawn,Lynch,OAK,RB,32.07,2017,RB1,32.07,168.42,False
DeAndre,Hopkins,HOU,WR,35.57,2017,WR1,35.57,168.05,False
Isaiah,Crowell,CLE,RB,38.09,2017,RB1,38.09,127.45,False
Travis,Kelce,KAN,TE,39.65,2017,TE1,39.65,,False
Demaryius,Thomas,DEN,WR,41.0,2017,WR1,41.0,84.08,True
Joe,Mixon,CIN,RB,45.05,2017,RB1,45.05,159.19,False
Davante,Adams,GNB,WR,45.18,2017,WR2,14.07,45.18,False
Alshon,Jeffery,PHI,WR,45.33,2017,WR1,45.33,176.96,False
Keenan,Allen,LAC,WR,45.36,2017,WR1,45.36,116.12,False
Carlos,Hyde,SFO,RB,45.94,2017,RB1,45.94,,False
Tyreek,Hill,KAN,WR,49.34,2017,WR1,49.34,,False
Michael,Crabtree,OAK,WR,53.01,2017,WR2,22.5,53.01,False
Greg,Olsen,CAR,TE,54.5,2017,TE1,54.5,,False
Kelvin,Benjamin,BUF,WR,55.13,2017,WR1,55.13,146.76,False
CJ,Anderson,DEN,RB,55.82,2017,RB1,55.82,141.61,False
Mark,Ingram,NOR,RB,57.89,2017,RB1,57.89,149.41,False
Kareem,Hunt,KAN,RB,58.87,2017,RB1,58.87,173.38,False
Jimmy,Graham,SEA,TE,61.49,2017,TE1,61.49,,False
Golden,Tate,DET,WR,61.57,2017,WR1,61.57,126.65,False
Martavis,Bryant,PIT,WR,63.0,2017,WR2,4.19,63.0,False
Ameer,Abdullah,DET,RB,63.01,2017,RB1,63.01,122.44,False
Jarvis,Landry,MIA,WR,64.83,2017,WR1,64.83,82.76,True
Larry,Fitzgerald,ARI,WR,67.09,2017,WR1,67.09,130.29,False
Sammy,Watkins,LAR,WR,67.94,2017,WR1,67.94,155.26,False
Doug,Martin,TAM,RB,71.13,2017,RB1,71.13,137.06,False
Stefon,Diggs,MIN,WR,74.52,2017,WR1,74.52,128.11,False
Mike,Gillislee,NWE,RB,74.99,2017,RB1,74.99,136.88,False
Bilal,Powell,NYJ,RB,75.46,2017,RB1,75.46,,False
Tevin,Coleman,ATL,RB,77.07,2017,RB2,9.26,77.07,False
Jamison,Crowder,WAS,WR,81.17,2017,WR1,81.17,159.97,False
LeGarrette,Blount,PHI,RB,82.31,2017,RB2,16.72,82.31,False
DeVante,Parker,MIA,WR,82.76,2017,WR2,64.83,82.76,True
Emmanuel,Sanders,DEN,WR,84.08,2017,WR2,41.0,84.08,True
Delanie,Walker,TEN,TE,84.48,2017,TE1,84.48,,False
Eddie,Lacy,SEA,RB,88.01,2017,RB1,88.01,115.03,False
Derrick,Henry,TEN,RB,88.25,2017,RB2,18.56,88.25,False
Willie,Snead,NOR,WR,89.19,2017,WR2,20.14,89.19,False
Kyle,Rudolph,MIN,TE,90.32,2017,TE1,90.32,,False
Frank,Gore,IND,RB,91.81,2017,RB1,91.81,154.85,False
Paul,Perkins,NYG,RB,91.81,2017,RB1,91.81,182.62,False
