FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Chris,Givens,14405,WR,2015,53.1,3.3,16,4.0,18.0,4.5,0.0,20.0,54.0,353.0,37.0,1.0,6.5,17.6
Bryan,Walters,13595,WR,2015,58.8,5.3,11,0.0,0.0,0.0,0.0,32.0,45.0,368.0,71.1,1.0,8.2,11.5
Anthony,Fasano,1545,TE,2015,53.9,3.4,16,0.0,0.0,0.0,0.0,26.0,42.0,289.0,61.9,2.0,6.9,11.1
Tevin,Coleman,16834,RB,2015,41.6,3.5,12,87.0,392.0,4.5,1.0,2.0,11.0,14.0,18.2,0.0,1.3,7.0
JJ,Nelson,16919,WR,2015,45.4,4.1,11,1.0,0.0,0.0,0.0,11.0,27.0,299.0,40.7,2.0,11.1,27.2
Vernon,Davis,5084,TE,2015,58.5,3.9,15,0.0,0.0,0.0,0.0,38.0,58.0,395.0,65.5,0.0,6.8,10.4
Benjamin,Cunningham,15207,RB,2015,52.0,3.2,16,37.0,140.0,3.8,0.0,26.0,37.0,250.0,70.3,0.0,6.8,9.6
Ryan,Grant,16411,WR,2015,50.3,3.1,16,0.0,0.0,0.0,0.0,23.0,42.0,268.0,54.8,2.0,6.4,11.7
Donald,Brown,8604,RB,2015,41.7,4.2,10,59.0,229.0,3.9,1.0,8.0,13.0,88.0,61.5,0.0,6.8,11.0
Keshawn,Martin,13974,WR,2015,49.5,5.5,9,1.0,6.0,6.0,0.0,24.0,37.0,269.0,64.9,2.0,7.3,11.2
Ryan,Griffin,14985,TE,2015,47.1,5.2,9,0.0,0.0,0.0,0.0,20.0,34.0,251.0,58.8,2.0,7.4,12.6
Garrett,Celek,14496,TE,2015,46.1,4.2,11,0.0,0.0,0.0,0.0,19.0,28.0,186.0,67.9,3.0,6.6,9.8
Lance,Kendricks,13386,TE,2015,49.0,3.3,15,0.0,0.0,0.0,0.0,25.0,40.0,245.0,62.5,2.0,6.1,9.8
Jeremy,Butler,16080,WR,2015,51.8,6.5,8,0.0,0.0,0.0,0.0,31.0,44.0,363.0,70.5,0.0,8.2,11.7
Ed,Dickson,12153,TE,2015,44.6,2.8,16,0.0,0.0,0.0,2.0,17.0,26.0,121.0,65.4,2.0,4.7,7.1
Jay,Ajayi,16909,RB,2015,39.2,4.4,9,49.0,187.0,3.8,1.0,7.0,11.0,90.0,63.6,0.0,8.2,12.9
Josh,Bellamy,14795,WR,2015,43.9,2.7,16,0.0,0.0,0.0,0.0,19.0,34.0,224.0,55.9,2.0,6.6,11.8
Andre,Williams,16402,RB,2015,34.9,2.2,16,88.0,257.0,2.9,1.0,1.0,3.0,7.0,33.3,0.0,2.3,7.0
Larry,Donnell,15782,TE,2015,48.8,6.1,8,0.0,0.0,0.0,0.0,29.0,41.0,223.0,70.7,2.0,5.4,7.7
Jaelen,Strong,16831,WR,2015,41.1,4.1,10,0.0,0.0,0.0,0.0,14.0,24.0,161.0,58.3,3.0,6.7,11.5
Mychal,Rivera,15072,TE,2015,50.0,3.1,16,0.0,0.0,0.0,0.0,32.0,46.0,280.0,69.6,1.0,6.1,8.8
KaDeem,Carey,16427,RB,2015,35.3,3.2,11,43.0,159.0,3.7,2.0,3.0,3.0,19.0,100.0,1.0,6.3,6.3
Tre,Mason,16626,RB,2015,42.5,3.3,13,75.0,207.0,2.8,1.0,18.0,21.0,88.0,85.7,0.0,4.2,4.9
Ahmad,Bradshaw,2220,RB,2015,37.9,6.3,6,31.0,85.0,2.7,0.0,10.0,14.0,64.0,71.4,3.0,4.6,6.4
Maxx,Williams,16816,TE,2015,48.8,3.5,14,0.0,0.0,0.0,0.0,32.0,48.0,268.0,66.7,1.0,5.6,8.4
Justin,Hunter,14978,WR,2015,43.4,4.8,9,0.0,0.0,0.0,0.0,22.0,31.0,264.0,71.0,1.0,8.5,12.0
Nelson,Agholor,16781,WR,2015,43.8,3.4,13,0.0,0.0,0.0,0.0,23.0,44.0,283.0,52.3,1.0,6.4,12.3
Adam,Humphries,17290,WR,2015,45.5,3.5,13,0.0,0.0,0.0,0.0,27.0,40.0,260.0,67.5,1.0,6.5,9.6
Quincy,Enunwa,16063,WR,2015,42.5,3.5,12,0.0,0.0,0.0,0.0,22.0,46.0,315.0,47.8,0.0,6.8,14.3
Percy,Harvin,9079,WR,2015,40.4,8.1,5,5.0,31.0,6.2,0.0,19.0,30.0,218.0,63.3,1.0,7.3,11.5
Cameron,ArtisPayne,16934,RB,2015,32.6,4.7,7,45.0,183.0,4.1,1.0,5.0,5.0,58.0,100.0,0.0,11.6,11.6
Eddie,Royal,7389,WR,2015,48.2,5.4,9,1.0,-1.0,-1.0,0.0,37.0,50.0,238.0,74.0,1.0,4.8,6.4
Marqise,Lee,16258,WR,2015,36.4,3.6,10,5.0,38.0,7.6,0.0,15.0,32.0,191.0,46.9,1.0,6.0,12.7
Miles,Austin,3330,WR,2015,34.9,3.2,11,0.0,0.0,0.0,0.0,13.0,31.0,224.0,41.9,1.0,7.2,17.2
Jermaine,Gresham,11026,TE,2015,37.3,2.5,15,0.0,0.0,0.0,0.0,18.0,32.0,223.0,56.2,1.0,7.0,12.4
Robert,Turbin,14533,RB,2015,31.7,3.2,10,50.0,199.0,4.0,1.0,7.0,10.0,23.0,70.0,0.0,2.3,3.3
Lance,Dunbar,14731,RB,2015,38.7,9.7,4,5.0,67.0,13.4,0.0,21.0,23.0,215.0,91.3,0.0,9.3,10.2
Travaris,Cadet,14352,RB,2015,36.7,5.2,7,11.0,28.0,2.5,0.0,17.0,22.0,214.0,77.3,1.0,9.7,12.6
Phillip,Dorsett,16790,WR,2015,37.2,3.4,11,3.0,17.0,5.7,0.0,18.0,39.0,225.0,46.2,1.0,5.8,12.5
Nick,Williams,15268,WR,2015,36.4,2.6,14,0.0,0.0,0.0,0.0,17.0,25.0,159.0,68.0,2.0,6.4,9.4
Marc,Mariani,11084,WR,2015,38.7,2.4,16,1.0,-3.0,-3.0,0.0,22.0,33.0,300.0,66.7,0.0,9.1,13.6
Andrew,Hawkins,12847,WR,2015,41.1,5.1,8,0.0,0.0,0.0,0.0,27.0,43.0,276.0,62.8,0.0,6.4,10.2
DeAnthony,Thomas,16305,WR,2015,35.9,3.6,10,9.0,34.0,3.8,1.0,17.0,24.0,140.0,70.8,1.0,5.8,8.2
Luke,Willson,15263,TE,2015,35.8,2.6,14,0.0,0.0,0.0,0.0,17.0,26.0,213.0,65.4,1.0,8.2,12.5
Jeremy,Kerley,12794,WR,2015,35.2,2.2,16,0.0,0.0,0.0,0.0,16.0,26.0,152.0,61.5,2.0,5.8,9.5
Ty,Montgomery,16855,WR,2015,34.5,5.8,6,3.0,14.0,4.7,0.0,15.0,19.0,136.0,78.9,2.0,7.2,9.1
Greg,Jennings,6597,WR,2015,36.3,2.3,16,0.0,0.0,0.0,0.0,19.0,36.0,208.0,52.8,1.0,5.8,10.9
DuJuan,Harris,12985,RB,2015,31.1,7.8,4,48.0,189.0,3.9,0.0,9.0,14.0,97.0,64.3,0.0,6.9,10.8
Chris,Conley,16837,WR,2015,34.4,2.2,16,0.0,0.0,0.0,0.0,17.0,31.0,199.0,54.8,1.0,6.4,11.7
Christine,Michael,15256,RB,2015,27.4,3.4,8,54.0,243.0,4.5,0.0,3.0,6.0,16.0,50.0,0.0,2.7,5.3
Brice,Butler,15066,WR,2015,31.8,4.5,7,0.0,0.0,0.0,0.0,12.0,26.0,258.0,46.2,0.0,9.9,21.5
Jonas,Gray,15565,RB,2015,28.7,3.6,8,45.0,176.0,3.9,0.0,7.0,8.0,76.0,87.5,0.0,9.5,10.9
Orleans,Darkwa,16008,RB,2015,25.9,1.6,16,36.0,153.0,4.2,1.0,3.0,6.0,31.0,50.0,0.0,5.2,10.3
Matt,Asiata,13255,RB,2015,33.9,2.1,16,29.0,112.0,3.9,0.0,19.0,22.0,132.0,86.4,0.0,6.0,6.9
Rashad,Ross,15659,WR,2015,28.4,2.2,13,0.0,0.0,0.0,0.0,8.0,13.0,184.0,61.5,1.0,14.2,23.0
Stedman,Bailey,15216,WR,2015,30.2,3.8,8,0.0,0.0,0.0,0.0,12.0,25.0,182.0,48.0,1.0,7.3,15.2
Taylor,Gabriel,16129,WR,2015,38.1,2.9,13,0.0,0.0,0.0,0.0,28.0,48.0,241.0,58.3,0.0,5.0,8.6
Craig,Stevens,3,TE,2015,30.1,1.9,16,0.0,0.0,0.0,0.0,12.0,16.0,121.0,75.0,2.0,7.6,10.1
Damien,Williams,16031,RB,2015,34.6,2.2,16,16.0,59.0,3.7,0.0,21.0,28.0,142.0,75.0,1.0,5.1,6.8
Josh,Hill,15866,TE,2015,32.0,2.0,16,0.0,0.0,0.0,0.0,16.0,30.0,120.0,53.3,2.0,4.0,7.5
Michael,Hoomanawanui,11535,TE,2015,29.1,2.1,14,1.0,0.0,0.0,0.0,11.0,16.0,76.0,68.8,3.0,4.8,6.9
Virgil,Green,13016,TE,2015,29.3,1.8,16,0.0,0.0,0.0,0.0,12.0,15.0,173.0,80.0,1.0,11.5,14.4
Adam,Thielen,15534,WR,2015,29.3,1.8,16,4.0,89.0,22.2,0.0,12.0,18.0,144.0,66.7,0.0,8.0,12.0
Fozzy,Whittaker,15616,RB,2015,29.2,1.9,15,25.0,108.0,4.3,1.0,12.0,15.0,64.0,80.0,0.0,4.3,5.3
Clay,Harbor,11317,TE,2015,29.9,2.0,15,0.0,0.0,0.0,0.0,14.0,20.0,149.0,70.0,1.0,7.4,10.6
Terron,Ward,17089,RB,2015,27.3,2.1,13,29.0,95.0,3.3,1.0,9.0,13.0,73.0,69.2,0.0,5.6,8.1
Marcedes,Lewis,3061,TE,2015,30.6,1.9,16,0.0,0.0,0.0,0.0,16.0,37.0,226.0,43.2,0.0,6.1,14.1
Taiwan,Jones,13063,RB,2015,25.5,2.1,12,16.0,74.0,4.6,0.0,7.0,9.0,106.0,77.8,1.0,11.8,15.1
Branden,Oliver,16345,RB,2015,28.5,3.6,8,31.0,108.0,3.5,0.0,13.0,15.0,112.0,86.7,0.0,7.5,8.6
Griff,Whalen,14594,WR,2015,31.4,2.2,14,0.0,0.0,0.0,0.0,20.0,27.0,214.0,74.1,1.0,7.9,10.7
Zac,Stacy,15221,RB,2015,25.9,3.2,8,31.0,89.0,2.9,1.0,9.0,12.0,65.0,75.0,0.0,5.4,7.2
Rashad,Greene,16899,WR,2015,30.8,3.4,9,0.0,0.0,0.0,0.0,19.0,35.0,93.0,54.3,2.0,2.7,4.9
Terrance,West,16142,RB,2015,23.2,2.9,8,62.0,231.0,3.7,0.0,4.0,5.0,21.0,80.0,0.0,4.2,5.2
Chris,Matthews,16731,WR,2015,27.6,2.1,13,0.0,0.0,0.0,0.0,13.0,25.0,151.0,52.0,1.0,6.0,11.6
CJ,Fiedorowicz,16200,TE,2015,29.2,1.8,16,0.0,0.0,0.0,0.0,17.0,24.0,167.0,70.8,1.0,7.0,9.8
Jordan,Norwood,12551,WR,2015,31.7,2.9,11,0.0,0.0,0.0,0.0,22.0,32.0,207.0,68.8,0.0,6.5,9.4
Jaron,Brown,15509,WR,2015,25.9,1.6,16,0.0,0.0,0.0,0.0,11.0,23.0,144.0,47.8,1.0,6.3,13.1
David,Cobb,16898,RB,2015,20.9,3.0,7,52.0,146.0,2.8,1.0,1.0,2.0,-2.0,50.0,0.0,-1.0,-2.0
Bennie,Fowler,16276,WR,2015,28.3,1.8,16,0.0,0.0,0.0,0.0,16.0,25.0,203.0,64.0,0.0,8.1,12.7
Derek,Carrier,15640,TE,2015,28.6,2.4,12,0.0,0.0,0.0,0.0,17.0,22.0,141.0,77.3,1.0,6.4,8.3
Kerwynn,Williams,15010,RB,2015,20.8,3.5,6,27.0,142.0,5.3,1.0,2.0,2.0,16.0,100.0,0.0,8.0,8.0
Louis,Murphy,8777,WR,2015,24.8,4.1,6,0.0,0.0,0.0,0.0,10.0,18.0,198.0,55.6,0.0,11.0,19.8
Tim,Wright,15367,TE,2015,24.2,2.7,9,0.0,0.0,0.0,0.0,9.0,16.0,77.0,56.2,2.0,4.8,8.6
Andre,Caldwell,3989,WR,2015,24.5,1.8,14,1.0,3.0,3.0,0.0,10.0,22.0,72.0,45.5,2.0,3.3,7.2
Justin,Hardy,16868,WR,2015,29.9,3.3,9,0.0,0.0,0.0,0.0,21.0,36.0,194.0,58.3,0.0,5.4,9.2
David,Johnson,16847,RB,2016,367.8,23.0,16,293.0,1239.0,4.2,16.0,80.0,120.0,879.0,66.7,4.0,7.3,11.0
Ezekiel,Elliott,17923,RB,2016,309.4,20.6,15,322.0,1631.0,5.1,15.0,32.0,40.0,363.0,80.0,1.0,9.1,11.3
LeSean,McCoy,11932,RB,2016,273.8,18.3,15,234.0,1267.0,5.4,13.0,51.0,58.0,356.0,87.9,1.0,6.1,7.0
LeVeon,Bell,14967,RB,2016,279.9,23.3,12,261.0,1268.0,4.9,7.0,75.0,94.0,616.0,79.8,2.0,6.6,8.2
DeMarco,Murray,13124,RB,2016,267.3,16.7,16,293.0,1287.0,4.4,9.0,53.0,67.0,377.0,79.1,3.0,5.6,7.1
Devonta,Freeman,16524,RB,2016,257.1,16.1,16,227.0,1079.0,4.8,11.0,54.0,65.0,462.0,83.1,2.0,7.1,8.6
LeGarrette,Blount,12296,RB,2016,229.4,14.3,16,299.0,1161.0,3.9,18.0,7.0,8.0,38.0,87.5,0.0,4.8,5.4
Melvin,Gordon,16776,RB,2016,230.1,17.7,13,254.0,997.0,3.9,10.0,41.0,57.0,419.0,71.9,2.0,7.4,10.2
Mike,Evans,16597,WR,2016,256.1,16.0,16,0.0,0.0,0.0,0.0,96.0,173.0,1321.0,55.5,12.0,7.6,13.8
Jordy,Nelson,4556,WR,2016,256.2,16.0,16,0.0,0.0,0.0,0.0,97.0,152.0,1257.0,63.8,14.0,8.3,13.0
Antonio,Brown,11056,WR,2016,254.3,17.0,15,3.0,9.0,3.0,0.0,106.0,154.0,1284.0,68.8,12.0,8.3,12.1
Jordan,Howard,18067,RB,2016,215.6,14.4,15,252.0,1313.0,5.2,6.0,29.0,50.0,298.0,58.0,1.0,6.0,10.3
Mark,Ingram,13337,RB,2016,219.2,13.7,16,205.0,1043.0,5.1,6.0,46.0,58.0,319.0,79.3,4.0,5.5,6.9
Odell,Beckham,16389,WR,2016,246.1,15.4,16,1.0,9.0,9.0,0.0,101.0,169.0,1367.0,59.8,10.0,8.1,13.5
Jay,Ajayi,16909,RB,2016,201.8,13.5,15,260.0,1272.0,4.9,8.0,27.0,35.0,151.0,77.1,0.0,4.3,5.6
TY,Hilton,14005,WR,2016,228.3,14.3,16,0.0,0.0,0.0,0.0,91.0,155.0,1448.0,58.7,6.0,9.3,15.9
Julio,Jones,13291,WR,2016,218.4,15.6,14,0.0,0.0,0.0,0.0,83.0,129.0,1409.0,64.3,6.0,10.9,17.0
Frank,Gore,5820,RB,2016,195.3,12.2,16,263.0,1026.0,3.9,4.0,38.0,47.0,277.0,80.9,4.0,5.9,7.3
Latavius,Murray,15071,RB,2016,191.7,13.7,14,195.0,788.0,4.0,12.0,33.0,43.0,264.0,76.7,0.0,6.1,8.0
Davante,Adams,16470,WR,2016,209.2,13.1,16,0.0,0.0,0.0,0.0,75.0,121.0,997.0,62.0,12.0,8.2,13.3
Brandin,Cooks,16568,WR,2016,207.3,13.0,16,6.0,30.0,5.0,0.0,78.0,117.0,1173.0,66.7,8.0,10.0,15.0
Carlos,Hyde,16668,RB,2016,178.6,13.7,13,217.0,988.0,4.6,6.0,27.0,33.0,163.0,81.8,3.0,4.9,6.0
Isaiah,Crowell,16127,RB,2016,185.1,11.6,16,198.0,952.0,4.8,7.0,40.0,53.0,319.0,75.5,0.0,6.0,8.0
Michael,Thomas,17960,WR,2016,209.7,14.0,15,0.0,0.0,0.0,0.0,92.0,121.0,1137.0,76.0,9.0,9.4,12.4
Spencer,Ware,15261,RB,2016,177.4,12.7,14,214.0,922.0,4.3,3.0,33.0,42.0,447.0,78.6,2.0,10.6,13.5
Tevin,Coleman,16834,RB,2016,175.6,13.5,13,118.0,520.0,4.4,8.0,31.0,40.0,421.0,77.5,3.0,10.5,13.6
Lamar,Miller,13791,RB,2016,175.6,12.5,14,268.0,1073.0,4.0,5.0,31.0,39.0,188.0,79.5,1.0,4.8,6.1
Doug,Baldwin,13460,WR,2016,206.6,12.9,16,3.0,2.0,0.7,0.0,94.0,125.0,1128.0,75.2,7.0,9.0,12.0
Jeremy,Hill,16112,RB,2016,165.8,11.1,15,222.0,839.0,3.8,9.0,21.0,27.0,174.0,77.8,0.0,6.4,8.3
Todd,Gurley,16771,RB,2016,176.7,11.0,16,278.0,885.0,3.2,6.0,43.0,58.0,327.0,74.1,0.0,5.6,7.6
Matt,Forte,2699,RB,2016,168.6,12.0,14,218.0,813.0,3.7,7.0,30.0,43.0,263.0,69.8,1.0,6.1,8.8
Michael,Crabtree,9331,WR,2016,194.8,12.2,16,0.0,0.0,0.0,0.0,89.0,145.0,1003.0,61.4,8.0,6.9,11.3
Amari,Cooper,16765,WR,2016,189.9,11.9,16,1.0,0.0,0.0,0.0,82.0,131.0,1149.0,62.6,5.0,8.8,14.0
Tyrell,Williams,17048,WR,2016,182.4,11.4,16,0.0,0.0,0.0,0.0,69.0,119.0,1059.0,58.0,7.0,8.9,15.3
Rishard,Matthews,13788,WR,2016,179.0,11.2,16,0.0,0.0,0.0,0.0,65.0,108.0,945.0,60.2,9.0,8.8,14.5
Bilal,Powell,12800,RB,2016,168.0,10.5,16,131.0,722.0,5.5,3.0,58.0,74.0,388.0,78.4,2.0,5.2,6.7
Jonathan,Stewart,5451,RB,2016,142.4,11.0,13,218.0,824.0,3.8,9.0,8.0,21.0,60.0,38.1,0.0,2.9,7.5
Travis,Kelce,15048,TE,2016,180.5,11.3,16,1.0,-5.0,-5.0,0.0,85.0,117.0,1125.0,72.6,4.0,9.6,13.2
Tyreek,Hill,18082,WR,2016,168.5,10.5,16,24.0,267.0,11.1,3.0,61.0,83.0,593.0,73.5,6.0,7.1,9.7
Jarvis,Landry,16020,WR,2016,184.3,11.5,16,5.0,17.0,3.4,0.0,94.0,131.0,1136.0,71.8,4.0,8.7,12.1
Terrance,West,16142,RB,2016,154.0,9.6,16,193.0,774.0,4.0,5.0,34.0,45.0,236.0,75.6,1.0,5.2,6.9
Larry,Fitzgerald,5571,WR,2016,190.3,11.9,16,2.0,5.0,2.5,0.0,107.0,150.0,1023.0,71.3,6.0,6.8,9.6
Terrelle,Pryor,13693,WR,2016,174.94,10.9,16,8.0,21.0,2.6,1.0,77.0,140.0,1007.0,55.0,4.0,7.2,13.1
Demaryius,Thomas,11197,WR,2016,181.3,11.3,16,0.0,0.0,0.0,0.0,90.0,144.0,1083.0,62.5,5.0,7.5,12.0
Kelvin,Benjamin,16550,WR,2016,165.6,10.4,16,0.0,0.0,0.0,0.0,63.0,118.0,941.0,53.4,7.0,8.0,14.9
Emmanuel,Sanders,11063,WR,2016,173.1,10.8,16,1.0,4.0,4.0,0.0,79.0,137.0,1032.0,57.7,5.0,7.5,13.1
Julian,Edelman,8355,WR,2016,181.3,11.3,16,12.0,57.0,4.8,0.0,98.0,159.0,1106.0,61.6,3.0,7.0,11.3
Golden,Tate,11611,WR,2016,177.6,11.1,16,10.0,4.0,0.4,0.0,91.0,135.0,1077.0,67.4,4.0,8.0,11.8
Ryan,Mathews,11256,RB,2016,138.1,10.6,13,155.0,661.0,4.3,8.0,13.0,14.0,115.0,92.9,1.0,8.2,8.8
Mike,Wallace,8529,WR,2016,166.8,10.4,16,5.0,31.0,6.2,0.0,72.0,116.0,1017.0,62.1,4.0,8.8,14.1
Dez,Bryant,11270,WR,2016,155.0,11.9,13,0.0,0.0,0.0,0.0,50.0,96.0,796.0,52.1,8.0,8.3,15.9
Kenny,Britt,8532,WR,2016,162.2,10.8,15,0.0,0.0,0.0,0.0,68.0,111.0,1002.0,61.3,5.0,9.0,14.7
Greg,Olsen,1658,TE,2016,167.3,10.5,16,0.0,0.0,0.0,0.0,80.0,129.0,1073.0,62.0,3.0,8.3,13.4
Kenny,Stills,15196,WR,2016,147.6,9.2,16,0.0,0.0,0.0,0.0,42.0,81.0,726.0,51.9,9.0,9.0,17.3
Allen,Robinson,16263,WR,2016,162.8,10.2,16,0.0,0.0,0.0,0.0,73.0,151.0,883.0,48.3,6.0,5.8,12.1
Adam,Thielen,15534,WR,2016,160.7,10.0,16,2.0,15.0,7.5,0.0,69.0,92.0,967.0,75.0,5.0,10.5,14.0
Kyle,Rudolph,13275,TE,2016,167.5,10.5,16,0.0,0.0,0.0,0.0,83.0,132.0,840.0,62.9,7.0,6.4,10.1
DeSean,Jackson,3943,WR,2016,152.5,10.2,15,0.0,0.0,0.0,0.0,56.0,100.0,1005.0,56.0,4.0,10.0,17.9
Jamison,Crowder,16866,WR,2016,158.0,9.9,16,2.0,-2.0,-1.0,0.0,67.0,99.0,847.0,67.7,7.0,8.6,12.6
Jimmy,Graham,11488,TE,2016,156.8,9.8,16,1.0,0.0,0.0,0.0,65.0,95.0,923.0,68.4,6.0,9.7,14.2
Delanie,Walker,7175,TE,2016,155.6,10.4,15,2.0,11.0,5.5,0.0,65.0,102.0,800.0,63.7,7.0,7.8,12.3
Pierre,Garcon,6767,WR,2016,161.6,10.1,16,0.0,0.0,0.0,0.0,79.0,114.0,1041.0,69.3,3.0,9.1,13.2
Brandon,LaFell,11463,WR,2016,154.0,9.6,16,1.0,-2.0,-2.0,0.0,64.0,107.0,862.0,59.8,6.0,8.1,13.5
Rob,Kelley,18451,RB,2016,126.6,8.4,15,168.0,704.0,4.2,6.0,12.0,18.0,82.0,66.7,1.0,4.6,6.8
AJ,Green,12845,WR,2016,153.4,15.3,10,0.0,0.0,0.0,0.0,66.0,100.0,964.0,66.0,4.0,9.6,14.6
Willie,Snead,16141,WR,2016,155.5,10.4,15,0.0,0.0,0.0,0.0,72.0,104.0,895.0,69.2,4.0,8.6,12.4
DeAndre,Hopkins,14986,WR,2016,158.4,9.9,16,0.0,0.0,0.0,0.0,78.0,151.0,954.0,51.7,4.0,6.3,12.2
Sterling,Shepard,17961,WR,2016,151.9,9.5,16,3.0,31.0,10.3,0.0,65.0,105.0,683.0,61.9,8.0,6.5,10.5
Marvin,Jones,13870,WR,2016,144.8,9.7,15,1.0,3.0,3.0,0.0,55.0,103.0,930.0,53.4,4.0,9.0,16.9
Mike,Gillislee,14872,RB,2016,121.1,8.1,15,101.0,576.0,5.7,8.0,9.0,11.0,50.0,81.8,1.0,4.5,5.6
Christine,Michael,15256,RB,2016,126.0,8.4,15,148.0,583.0,3.9,7.0,22.0,29.0,107.0,75.9,1.0,3.7,4.9
Cameron,Brate,16593,TE,2016,142.5,9.5,15,0.0,0.0,0.0,0.0,57.0,81.0,660.0,70.4,8.0,8.1,11.6
Cole,Beasley,14141,WR,2016,151.5,9.5,16,1.0,7.0,7.0,0.0,75.0,98.0,833.0,76.5,5.0,8.5,11.1
Steve,Smith,4358,WR,2016,148.9,10.6,14,0.0,0.0,0.0,0.0,70.0,101.0,799.0,69.3,5.0,7.9,11.4
Cameron,Meredith,17167,WR,2016,146.48,10.5,14,1.0,6.0,6.0,0.0,66.0,97.0,888.0,68.0,4.0,9.2,13.5
Martellus,Bennett,1181,TE,2016,140.6,8.8,16,2.0,10.0,5.0,0.0,55.0,73.0,701.0,75.3,7.0,9.6,12.7
Quincy,Enunwa,16063,WR,2016,140.8,8.8,16,2.0,21.0,10.5,0.0,58.0,105.0,857.0,55.2,4.0,8.2,14.8
Devontae,Booker,17970,RB,2016,127.2,8.0,16,174.0,612.0,3.5,4.0,31.0,46.0,265.0,67.4,1.0,5.8,8.5
Darren,Sproles,6198,RB,2016,136.5,9.1,15,94.0,438.0,4.7,2.0,52.0,71.0,427.0,73.2,2.0,6.0,8.2
Marqise,Lee,16258,WR,2016,140.9,8.8,16,6.0,35.0,5.8,0.0,63.0,105.0,851.0,60.0,3.0,8.1,13.5
Stefon,Diggs,16906,WR,2016,151.3,11.6,13,3.0,10.0,3.3,0.0,84.0,112.0,903.0,75.0,3.0,8.1,10.8
Theo,Riddick,15126,RB,2016,135.3,13.5,10,92.0,357.0,3.9,1.0,53.0,67.0,371.0,79.1,5.0,5.5,7.0
Anquan,Boldin,11712,WR,2016,139.9,8.7,16,0.0,0.0,0.0,0.0,67.0,95.0,584.0,70.5,8.0,6.1,8.7
Zach,Ertz,14856,TE,2016,144.6,10.3,14,0.0,0.0,0.0,0.0,78.0,106.0,816.0,73.6,4.0,7.7,10.5
Jerick,McKinnon,16510,RB,2016,126.9,8.5,15,159.0,539.0,3.4,2.0,43.0,53.0,255.0,81.1,2.0,4.8,5.9
JJ,Nelson,16919,WR,2016,122.1,8.1,15,4.0,83.0,20.8,1.0,34.0,74.0,568.0,45.9,6.0,7.7,16.7
Ted,Ginn,12109,WR,2016,132.0,8.2,16,14.0,98.0,7.0,0.0,54.0,95.0,752.0,56.8,4.0,7.9,13.9
Dontrelle,Inman,16728,WR,2016,134.0,8.4,16,0.0,0.0,0.0,0.0,58.0,97.0,810.0,59.8,4.0,8.4,14.0
Taylor,Gabriel,16129,WR,2016,122.5,9.4,13,4.0,51.0,12.8,1.0,35.0,50.0,579.0,70.0,6.0,11.6,16.5
Tim,Hightower,2262,RB,2016,115.8,7.2,16,133.0,548.0,4.1,4.0,22.0,26.0,200.0,84.6,1.0,7.7,9.1
Rashad,Jennings,8649,RB,2016,120.9,9.3,13,181.0,593.0,3.3,3.0,35.0,42.0,201.0,83.3,1.0,4.8,5.7
Jordan,Reed,15100,TE,2016,135.6,11.3,12,0.0,0.0,0.0,0.0,66.0,89.0,686.0,74.2,6.0,7.7,10.4
James,White,16056,RB,2016,131.7,8.2,16,39.0,166.0,4.3,0.0,60.0,86.0,551.0,69.8,5.0,6.4,9.2
Matt,Asiata,13255,RB,2016,116.5,7.3,16,121.0,402.0,3.3,6.0,32.0,38.0,263.0,84.2,0.0,6.9,8.2
Chris,Thompson,15102,RB,2016,123.0,7.7,16,68.0,356.0,5.2,3.0,49.0,62.0,349.0,79.0,2.0,5.6,7.1
Jordan,Matthews,15974,TE,2016,135.0,9.6,14,1.0,1.0,1.0,0.0,73.0,117.0,804.0,62.4,3.0,6.9,11.0
DeVante,Parker,16775,WR,2016,126.4,8.4,15,0.0,0.0,0.0,0.0,56.0,88.0,744.0,63.6,4.0,8.5,13.3
Brandon,Marshall,11667,WR,2016,126.3,8.4,15,0.0,0.0,0.0,0.0,59.0,128.0,788.0,46.1,3.0,6.2,13.4
Ty,Montgomery,16855,WR,2016,118.5,7.9,15,77.0,457.0,5.9,3.0,44.0,56.0,348.0,78.6,0.0,6.2,7.9
Antonio,Gates,7884,TE,2016,121.3,8.7,14,0.0,0.0,0.0,0.0,53.0,93.0,548.0,57.0,7.0,5.9,10.3
Alshon,Jeffery,14187,WR,2016,120.1,10.0,12,0.0,0.0,0.0,0.0,52.0,94.0,821.0,55.3,2.0,8.7,15.8
Hunter,Henry,17975,TE,2016,111.8,7.5,15,0.0,0.0,0.0,0.0,36.0,53.0,478.0,67.9,8.0,9.0,13.3
Derrick,Henry,17959,RB,2016,99.2,6.6,15,110.0,490.0,4.5,5.0,13.0,15.0,137.0,86.7,0.0,9.1,10.5
Duke,Johnson,16838,RB,2016,117.7,7.4,16,73.0,358.0,4.9,1.0,53.0,74.0,514.0,71.6,0.0,6.9,9.7
Chris,Hogan,14828,WR,2016,109.9,7.3,15,3.0,9.0,3.0,0.0,38.0,58.0,680.0,65.5,4.0,11.7,17.9
